X1,subid,list,game.order,trial.num,word,leftpic,rightpic,game,trial.type,leftpic.type,rightpic.type,side.chosen,pic.chosen,response,date,timestamp,rt,response_numeric,log_rt,m_log_rt,sd_log_rt
12370,31,1,3,90,cat_neg,cat_neg,cat_pos,negation,negative,target,distractor,L,cat_neg,Y,7/24/2015,11:21:00,1.296,1,0.25928259793008296,-0.23752603141136527,0.3746167648693195
12371,31,1,3,91,lamp_pos,lamp_neg,lamp_pos,negation,positive,distractor,target,R,lamp_pos,Y,7/24/2015,11:21:00,0.62,1,-0.4780358009429998,-0.23752603141136527,0.3746167648693195
12372,31,1,3,92,cookie_neg,cookie_pos,cookie_neg,negation,negative,distractor,target,R,cookie_neg,Y,7/24/2015,11:21:00,0.546,1,-0.6051363032372319,-0.23752603141136527,0.3746167648693195
12373,31,1,3,93,banana_neg,banana_neg,banana_pos,negation,negative,target,distractor,L,banana_neg,Y,7/24/2015,11:21:00,0.608000000000001,1,-0.4975803970159684,-0.23752603141136527,0.3746167648693195
12374,31,1,3,94,cup_neg,cup_pos,cup_neg,negation,negative,distractor,target,R,cup_neg,Y,7/24/2015,11:21:00,0.7110000000000011,1,-0.34108284917889464,-0.23752603141136527,0.3746167648693195
12375,31,1,3,95,bird_pos,bird_neg,bird_pos,negation,positive,distractor,target,L,bird_neg,N,7/24/2015,11:21:00,0.683,0,-0.3812604194113469,-0.23752603141136527,0.3746167648693195
12376,31,1,3,96,dog_pos,dog_pos,dog_neg,negation,positive,target,distractor,L,dog_pos,Y,7/24/2015,11:21:00,0.598,1,-0.5141645250315053,-0.23752603141136527,0.3746167648693195
12377,31,1,3,97,car_pos,car_neg,car_pos,negation,positive,distractor,target,R,car_pos,Y,7/24/2015,11:21:00,0.762,1,-0.2718087232954908,-0.23752603141136527,0.3746167648693195
12378,31,1,3,98,teddybear_neg,teddybear_pos,teddybear_neg,negation,negative,distractor,target,R,teddybear_neg,Y,7/24/2015,11:21:00,0.615999999999998,1,-0.48450831544862055,-0.23752603141136527,0.3746167648693195
12379,31,1,3,99,cup_neg,cup_pos,cup_neg,negation,negative,distractor,target,L,cup_pos,N,7/24/2015,11:21:00,0.733000000000001,0,-0.3106095770954842,-0.23752603141136527,0.3746167648693195
12380,31,1,3,100,apple_neg,apple_neg,apple_pos,negation,negative,target,distractor,R,apple_pos,N,7/24/2015,11:21:00,0.6609999999999979,0,-0.4140014391304539,-0.23752603141136527,0.3746167648693195
12381,31,1,3,101,bicycle_pos,bicycle_neg,bicycle_pos,negation,positive,distractor,target,L,bicycle_neg,N,7/24/2015,11:21:00,0.992,0,-0.008032171697264267,-0.23752603141136527,0.3746167648693195
12382,31,1,3,102,cookie_pos,cookie_pos,cookie_neg,negation,positive,target,distractor,L,cookie_pos,Y,7/24/2015,11:21:00,0.7,1,-0.35667494393873245,-0.23752603141136527,0.3746167648693195
12383,31,1,3,103,cat_neg,cat_neg,cat_pos,negation,negative,target,distractor,L,cat_neg,Y,7/24/2015,11:21:00,1.044,1,0.04305948946044701,-0.23752603141136527,0.3746167648693195
12384,31,1,3,104,lamp_pos,lamp_pos,lamp_neg,negation,positive,target,distractor,L,lamp_pos,Y,7/24/2015,11:21:00,0.968,1,-0.03252319170556006,-0.23752603141136527,0.3746167648693195
12385,31,1,3,105,bird_pos,bird_pos,bird_neg,negation,positive,target,distractor,L,bird_pos,Y,7/24/2015,11:21:00,0.702,1,-0.353821874956326,-0.23752603141136527,0.3746167648693195
12386,31,1,3,106,flower_pos,flower_pos,flower_neg,negation,positive,target,distractor,L,flower_pos,Y,7/24/2015,11:21:00,0.616,1,-0.4845083154486173,-0.23752603141136527,0.3746167648693195
12387,31,1,3,107,dog_neg,dog_neg,dog_pos,negation,negative,target,distractor,R,dog_pos,N,7/24/2015,11:21:00,1.687,0,0.5229518035638313,-0.23752603141136527,0.3746167648693195
12388,31,1,3,108,banana_neg,banana_neg,banana_pos,negation,negative,target,distractor,L,banana_neg,Y,7/24/2015,11:21:00,1.084,1,0.08065790301745454,-0.23752603141136527,0.3746167648693195
12389,31,1,3,109,cup_pos,cup_neg,cup_pos,negation,positive,distractor,target,R,cup_pos,Y,7/24/2015,11:21:00,0.839,1,-0.1755445725149309,-0.23752603141136527,0.3746167648693195
12390,31,1,3,110,cat_neg,cat_pos,cat_neg,negation,negative,distractor,target,R,cat_neg,Y,7/24/2015,11:21:00,0.766000000000001,1,-0.2665731092415444,-0.23752603141136527,0.3746167648693195
12391,31,1,3,111,banana_neg,banana_neg,banana_pos,negation,negative,target,distractor,L,banana_neg,Y,7/24/2015,11:21:00,0.804000000000001,1,-0.21815600980316938,-0.23752603141136527,0.3746167648693195
12392,31,1,3,112,cookie_pos,cookie_pos,cookie_neg,negation,positive,target,distractor,L,cookie_pos,Y,7/24/2015,11:21:00,0.803,1,-0.21940056503537533,-0.23752603141136527,0.3746167648693195
12393,31,1,3,113,bicycle_pos,bicycle_pos,bicycle_neg,negation,positive,target,distractor,L,bicycle_pos,Y,7/24/2015,11:21:00,1.048,1,0.04688358589885046,-0.23752603141136527,0.3746167648693195
12394,31,1,3,114,lamp_pos,lamp_pos,lamp_neg,negation,positive,target,distractor,L,lamp_pos,Y,7/24/2015,11:21:00,0.85,1,-0.16251892949777494,-0.23752603141136527,0.3746167648693195
12395,31,1,3,115,apple_pos,apple_pos,apple_neg,negation,positive,target,distractor,L,apple_pos,Y,7/24/2015,11:21:00,0.546,1,-0.6051363032372319,-0.23752603141136527,0.3746167648693195
12396,31,1,3,116,dog_neg,dog_pos,dog_neg,negation,negative,distractor,target,R,dog_neg,Y,7/24/2015,11:21:00,0.916,1,-0.08773891430800675,-0.23752603141136527,0.3746167648693195
12397,31,1,3,117,car_neg,car_pos,car_neg,negation,negative,distractor,target,R,car_neg,Y,7/24/2015,11:21:00,0.667,1,-0.4049652330665133,-0.23752603141136527,0.3746167648693195
12398,31,1,3,118,flower_pos,flower_pos,flower_neg,negation,positive,target,distractor,L,flower_pos,Y,7/24/2015,11:21:00,0.73,1,-0.31471074483970024,-0.23752603141136527,0.3746167648693195
12399,31,1,3,119,teddybear_neg,teddybear_neg,teddybear_pos,negation,negative,target,distractor,L,teddybear_neg,Y,7/24/2015,11:21:00,1.243,1,0.21752781252857414,-0.23752603141136527,0.3746167648693195
12400,31,1,3,120,bird_pos,bird_neg,bird_pos,negation,positive,distractor,target,L,bird_neg,N,7/24/2015,11:21:00,0.664,0,-0.40947312950570314,-0.23752603141136527,0.3746167648693195
12401,31,1,3,2,apple_pos,apple_pos,apple_inhib,inhibition,control,target,distractor,L,apple_pos,Y,7/24/2015,11:21:00,0.565,1,-0.5709295478356962,-0.23752603141136527,0.3746167648693195
12402,31,1,3,1,apple_pos,apple_inhib,apple_pos,inhibition,control,distractor,target,R,apple_pos,Y,7/24/2015,11:21:00,0.605,1,-0.5025268209512956,-0.23752603141136527,0.3746167648693195
12403,31,1,3,3,apple_pos,apple_pos,apple_inhib,inhibition,control,target,distractor,L,apple_pos,Y,7/24/2015,11:21:00,0.518,1,-0.657780036722654,-0.23752603141136527,0.3746167648693195
12404,31,1,3,5,apple_pos,apple_pos,apple_inhib,inhibition,control,target,distractor,L,apple_pos,Y,7/24/2015,11:21:00,0.486,1,-0.7215466550816433,-0.23752603141136527,0.3746167648693195
12405,31,1,3,4,apple_pos,apple_inhib,apple_pos,inhibition,control,distractor,target,R,apple_pos,Y,7/24/2015,11:21:00,0.465,1,-0.7657178733947807,-0.23752603141136527,0.3746167648693195
12406,31,1,3,6,apple_inhib,apple_inhib,apple_pos,inhibition,inhib,target,distractor,L,apple_inhib,Y,7/24/2015,11:21:00,0.802,1,-0.2206466711156225,-0.23752603141136527,0.3746167648693195
12407,31,1,3,8,car_pos,car_pos,car_inhib,inhibition,control,target,distractor,L,car_pos,Y,7/24/2015,11:21:00,0.67,1,-0.40047756659712525,-0.23752603141136527,0.3746167648693195
12408,31,1,3,10,car_pos,car_pos,car_inhib,inhibition,control,target,distractor,L,car_pos,Y,7/24/2015,11:21:00,0.483,1,-0.7277386253295643,-0.23752603141136527,0.3746167648693195
12409,31,1,3,7,car_pos,car_pos,car_inhib,inhibition,control,target,distractor,L,car_pos,Y,7/24/2015,11:21:00,0.687,1,-0.37542098675978763,-0.23752603141136527,0.3746167648693195
12410,31,1,3,11,car_pos,car_inhib,car_pos,inhibition,control,distractor,target,R,car_pos,Y,7/24/2015,11:21:00,0.54,1,-0.616186139423817,-0.23752603141136527,0.3746167648693195
12411,31,1,3,9,car_pos,car_pos,car_inhib,inhibition,control,target,distractor,L,car_pos,Y,7/24/2015,11:21:00,0.491,1,-0.7113111511876165,-0.23752603141136527,0.3746167648693195
12412,31,1,3,13,dog_pos,dog_inhib,dog_pos,inhibition,control,distractor,target,R,dog_pos,Y,7/24/2015,11:21:00,0.69,1,-0.37106368139083207,-0.23752603141136527,0.3746167648693195
12413,31,1,3,12,car_inhib,car_pos,car_inhib,inhibition,inhib,distractor,target,R,car_inhib,Y,7/24/2015,11:21:00,0.77,1,-0.2613647641344075,-0.23752603141136527,0.3746167648693195
12414,31,1,3,14,dog_pos,dog_pos,dog_inhib,inhibition,control,target,distractor,L,dog_pos,Y,7/24/2015,11:21:00,0.482,1,-0.7298111649315367,-0.23752603141136527,0.3746167648693195
12415,31,1,3,15,dog_pos,dog_inhib,dog_pos,inhibition,control,distractor,target,R,dog_pos,Y,7/24/2015,11:21:00,0.51,1,-0.6733445532637656,-0.23752603141136527,0.3746167648693195
12416,31,1,3,16,dog_pos,dog_pos,dog_inhib,inhibition,control,target,distractor,L,dog_pos,Y,7/24/2015,11:21:00,0.499,1,-0.6951491832306184,-0.23752603141136527,0.3746167648693195
12417,31,1,3,17,dog_pos,dog_pos,dog_inhib,inhibition,control,target,distractor,L,dog_pos,Y,7/24/2015,11:21:00,0.39,1,-0.941608539858445,-0.23752603141136527,0.3746167648693195
12418,31,1,3,18,dog_inhib,dog_inhib,dog_pos,inhibition,inhib,target,distractor,R,dog_pos,N,7/24/2015,11:21:00,0.475,0,-0.7444404749474959,-0.23752603141136527,0.3746167648693195
12419,31,1,3,19,teddybear_pos,teddybear_inhib,teddybear_pos,inhibition,control,distractor,target,R,teddybear_pos,Y,7/24/2015,11:21:00,0.825,1,-0.19237189264745613,-0.23752603141136527,0.3746167648693195
12420,31,1,3,20,teddybear_pos,teddybear_pos,teddybear_inhib,inhibition,control,target,distractor,L,teddybear_pos,Y,7/24/2015,11:21:00,0.55,1,-0.5978370007556204,-0.23752603141136527,0.3746167648693195
12421,31,1,3,21,teddybear_pos,teddybear_pos,teddybear_inhib,inhibition,control,target,distractor,L,teddybear_pos,Y,7/24/2015,11:21:00,0.396,1,-0.9263410677276565,-0.23752603141136527,0.3746167648693195
12422,31,1,3,22,teddybear_pos,teddybear_pos,teddybear_inhib,inhibition,control,target,distractor,L,teddybear_pos,Y,7/24/2015,11:21:00,0.378,1,-0.9728610833625494,-0.23752603141136527,0.3746167648693195
12423,31,1,3,23,teddybear_pos,teddybear_inhib,teddybear_pos,inhibition,control,distractor,target,R,teddybear_pos,Y,7/24/2015,11:21:00,0.513,1,-0.6674794338113675,-0.23752603141136527,0.3746167648693195
12424,31,1,3,24,teddybear_inhib,teddybear_pos,teddybear_inhib,inhibition,inhib,distractor,target,R,teddybear_inhib,Y,7/24/2015,11:21:00,1.207,1,0.1881379421153945,-0.23752603141136527,0.3746167648693195
12425,31,1,3,25,banana_pos,banana_inhib,banana_pos,inhibition,control,distractor,target,R,banana_pos,Y,7/24/2015,11:21:00,0.698,1,-0.35953617621976464,-0.23752603141136527,0.3746167648693195
12426,31,1,3,26,banana_pos,banana_pos,banana_inhib,inhibition,control,target,distractor,L,banana_pos,Y,7/24/2015,11:21:00,0.412,1,-0.8867319296326107,-0.23752603141136527,0.3746167648693195
12427,31,1,3,27,banana_pos,banana_inhib,banana_pos,inhibition,control,distractor,target,R,banana_pos,Y,7/24/2015,11:21:00,0.405,1,-0.9038682118755978,-0.23752603141136527,0.3746167648693195
12428,31,1,3,28,banana_pos,banana_pos,banana_inhib,inhibition,control,target,distractor,L,banana_pos,Y,7/24/2015,11:21:00,0.365,1,-1.0078579253996456,-0.23752603141136527,0.3746167648693195
12429,31,1,3,29,banana_pos,banana_pos,banana_inhib,inhibition,control,target,distractor,L,banana_pos,Y,7/24/2015,11:21:00,0.416,1,-0.8770700187208739,-0.23752603141136527,0.3746167648693195
12430,31,1,3,30,banana_inhib,banana_inhib,banana_pos,inhibition,inhib,target,distractor,L,banana_inhib,Y,7/24/2015,11:21:00,0.652,1,-0.4277107170554841,-0.23752603141136527,0.3746167648693195
12431,31,1,3,31,bicycle_pos,bicycle_pos,bicycle_inhib,inhibition,control,target,distractor,L,bicycle_pos,Y,7/24/2015,11:21:00,0.696,1,-0.3624056186477175,-0.23752603141136527,0.3746167648693195
12432,31,1,3,32,bicycle_pos,bicycle_inhib,bicycle_pos,inhibition,control,distractor,target,R,bicycle_pos,Y,7/24/2015,11:21:00,0.734,1,-0.3092462503676215,-0.23752603141136527,0.3746167648693195
12433,31,1,3,33,bicycle_pos,bicycle_inhib,bicycle_pos,inhibition,control,distractor,target,R,bicycle_pos,Y,7/24/2015,11:21:00,0.467,1,-0.7614260213132397,-0.23752603141136527,0.3746167648693195
12434,31,1,3,34,bicycle_pos,bicycle_inhib,bicycle_pos,inhibition,control,distractor,target,R,bicycle_pos,Y,7/24/2015,11:21:00,0.344,1,-1.0671136216087387,-0.23752603141136527,0.3746167648693195
12435,31,1,3,35,bicycle_pos,bicycle_inhib,bicycle_pos,inhibition,control,distractor,target,R,bicycle_pos,Y,7/24/2015,11:21:00,0.411,1,-0.8891620644859025,-0.23752603141136527,0.3746167648693195
12436,31,1,3,36,bicycle_inhib,bicycle_pos,bicycle_inhib,inhibition,inhib,distractor,target,R,bicycle_inhib,Y,7/24/2015,11:21:00,0.741,1,-0.2997546536860502,-0.23752603141136527,0.3746167648693195
12437,31,1,3,37,cat_pos,cat_inhib,cat_pos,inhibition,control,distractor,target,R,cat_pos,Y,7/24/2015,11:21:00,0.808,1,-0.2131932204610416,-0.23752603141136527,0.3746167648693195
12438,31,1,3,38,cat_pos,cat_inhib,cat_pos,inhibition,control,distractor,target,R,cat_pos,Y,7/24/2015,11:21:00,0.403,1,-0.908818717035454,-0.23752603141136527,0.3746167648693195
12439,31,1,3,39,cat_pos,cat_inhib,cat_pos,inhibition,control,distractor,target,R,cat_pos,Y,7/24/2015,11:21:00,0.429,1,-0.8462983600541201,-0.23752603141136527,0.3746167648693195
12440,31,1,3,40,cat_pos,cat_inhib,cat_pos,inhibition,control,distractor,target,R,cat_pos,Y,7/24/2015,11:21:00,0.737,1,-0.3051673867928005,-0.23752603141136527,0.3746167648693195
12441,31,1,3,42,cat_pos,cat_pos,cat_inhib,inhibition,control,target,distractor,L,cat_pos,Y,7/24/2015,11:21:00,0.447,1,-0.8051966843685682,-0.23752603141136527,0.3746167648693195
12442,31,1,3,45,flower_pos,flower_inhib,flower_pos,inhibition,control,distractor,target,R,flower_pos,Y,7/24/2015,11:21:00,1.158,1,0.14669437915080344,-0.23752603141136527,0.3746167648693195
12443,31,1,3,43,cat_inhib,cat_inhib,cat_pos,inhibition,inhib,target,distractor,L,cat_inhib,Y,7/24/2015,11:21:00,0.635,1,-0.4541302800894454,-0.23752603141136527,0.3746167648693195
12444,31,1,3,44,flower_pos,flower_pos,flower_inhib,inhibition,control,target,distractor,L,flower_pos,Y,7/24/2015,11:21:00,0.79,1,-0.23572233352106983,-0.23752603141136527,0.3746167648693195
12445,31,1,3,41,cat_pos,cat_pos,cat_inhib,inhibition,control,target,distractor,L,cat_pos,Y,7/24/2015,11:21:00,0.82,1,-0.19845093872383832,-0.23752603141136527,0.3746167648693195
12446,31,1,3,46,flower_pos,flower_inhib,flower_pos,inhibition,control,distractor,target,R,flower_pos,Y,7/24/2015,11:21:00,0.438,1,-0.8255363686056909,-0.23752603141136527,0.3746167648693195
12447,31,1,3,47,flower_pos,flower_inhib,flower_pos,inhibition,control,distractor,target,R,flower_pos,Y,7/24/2015,11:21:00,0.385,1,-0.9545119446943529,-0.23752603141136527,0.3746167648693195
12448,31,1,3,48,flower_pos,flower_inhib,flower_pos,inhibition,control,distractor,target,R,flower_pos,Y,7/24/2015,11:21:00,0.686,1,-0.3768776512562517,-0.23752603141136527,0.3746167648693195
12449,31,1,3,49,flower_pos,flower_inhib,flower_pos,inhibition,control,distractor,target,R,flower_pos,Y,7/24/2015,11:21:00,0.619,1,-0.47965000629754095,-0.23752603141136527,0.3746167648693195
12450,31,1,3,51,cookie_pos,cookie_inhib,cookie_pos,inhibition,control,distractor,target,R,cookie_pos,Y,7/24/2015,11:21:00,0.587,1,-0.5327304591540407,-0.23752603141136527,0.3746167648693195
12451,31,1,3,50,flower_inhib,flower_inhib,flower_pos,inhibition,inhib,target,distractor,L,flower_inhib,Y,7/24/2015,11:21:00,0.953,1,-0.048140375327934984,-0.23752603141136527,0.3746167648693195
12452,31,1,3,52,cookie_pos,cookie_pos,cookie_inhib,inhibition,control,target,distractor,L,cookie_pos,Y,7/24/2015,11:21:00,0.453,1,-0.791863153499103,-0.23752603141136527,0.3746167648693195
12453,31,1,3,53,cookie_pos,cookie_pos,cookie_inhib,inhibition,control,target,distractor,L,cookie_pos,Y,7/24/2015,11:21:00,0.435,1,-0.8324092478934529,-0.23752603141136527,0.3746167648693195
12454,31,1,3,54,cookie_pos,cookie_pos,cookie_inhib,inhibition,control,target,distractor,L,cookie_pos,Y,7/24/2015,11:21:00,0.336,1,-1.0906441190189327,-0.23752603141136527,0.3746167648693195
12455,31,1,3,55,cookie_pos,cookie_pos,cookie_inhib,inhibition,control,target,distractor,L,cookie_pos,Y,7/24/2015,11:21:00,0.376,1,-0.9781661355922425,-0.23752603141136527,0.3746167648693195
12456,31,1,3,56,cookie_inhib,cookie_pos,cookie_inhib,inhibition,inhib,distractor,target,R,cookie_inhib,Y,7/24/2015,11:21:00,0.779,1,-0.24974423311138874,-0.23752603141136527,0.3746167648693195
12457,31,1,3,57,lamp_pos,lamp_inhib,lamp_pos,inhibition,control,distractor,target,L,lamp_inhib,N,7/24/2015,11:21:00,0.618,0,-0.4812668215244463,-0.23752603141136527,0.3746167648693195
12458,31,1,3,58,lamp_pos,lamp_pos,lamp_inhib,inhibition,control,target,distractor,L,lamp_pos,Y,7/24/2015,11:21:00,0.474,1,-0.7465479572870606,-0.23752603141136527,0.3746167648693195
12459,31,1,3,59,lamp_pos,lamp_inhib,lamp_pos,inhibition,control,distractor,target,R,lamp_pos,Y,7/24/2015,11:21:00,0.517,1,-0.6597124044737079,-0.23752603141136527,0.3746167648693195
12460,31,1,3,60,lamp_pos,lamp_pos,lamp_inhib,inhibition,control,target,distractor,L,lamp_pos,Y,7/24/2015,11:21:00,0.392,1,-0.9364934391916745,-0.23752603141136527,0.3746167648693195
12461,31,1,3,61,lamp_pos,lamp_pos,lamp_inhib,inhibition,control,target,distractor,L,lamp_pos,Y,7/24/2015,11:21:00,0.411,1,-0.8891620644859025,-0.23752603141136527,0.3746167648693195
12462,31,1,3,62,lamp_pos,lamp_pos,lamp_inhib,inhibition,control,target,distractor,L,lamp_pos,Y,7/24/2015,11:21:00,0.378,1,-0.9728610833625494,-0.23752603141136527,0.3746167648693195
12463,31,1,3,63,lamp_inhib,lamp_inhib,lamp_pos,inhibition,inhib,target,distractor,L,lamp_inhib,Y,7/24/2015,11:21:00,0.626,1,-0.46840490788203853,-0.23752603141136527,0.3746167648693195
12464,31,1,3,64,bird_pos,bird_pos,bird_inhib,inhibition,control,target,distractor,L,bird_pos,Y,7/24/2015,11:21:00,0.668,1,-0.40346710544549125,-0.23752603141136527,0.3746167648693195
12465,31,1,3,65,bird_pos,bird_inhib,bird_pos,inhibition,control,distractor,target,R,bird_pos,Y,7/24/2015,11:21:00,0.401,1,-0.9137938516755678,-0.23752603141136527,0.3746167648693195
12466,31,1,3,66,bird_pos,bird_pos,bird_inhib,inhibition,control,target,distractor,L,bird_pos,Y,7/24/2015,11:21:00,0.341,1,-1.07587280169862,-0.23752603141136527,0.3746167648693195
12467,31,1,3,67,bird_pos,bird_pos,bird_inhib,inhibition,control,target,distractor,L,bird_pos,Y,7/24/2015,11:21:00,0.713,1,-0.33827385856784115,-0.23752603141136527,0.3746167648693195
12468,31,1,3,68,bird_pos,bird_inhib,bird_pos,inhibition,control,distractor,target,R,bird_pos,Y,7/24/2015,11:21:00,0.505,1,-0.6831968497067772,-0.23752603141136527,0.3746167648693195
12469,31,1,3,69,bird_pos,bird_inhib,bird_pos,inhibition,control,distractor,target,R,bird_pos,Y,7/24/2015,11:21:00,0.409,1,-0.8940401229393353,-0.23752603141136527,0.3746167648693195
12470,31,1,3,70,bird_inhib,bird_inhib,bird_pos,inhibition,inhib,target,distractor,L,bird_inhib,Y,7/24/2015,11:21:00,0.569,1,-0.5638748448558062,-0.23752603141136527,0.3746167648693195
12471,31,1,3,71,cup_pos,cup_inhib,cup_pos,inhibition,control,distractor,target,R,cup_pos,Y,7/24/2015,11:21:00,0.619,1,-0.47965000629754095,-0.23752603141136527,0.3746167648693195
12472,31,1,3,72,cup_pos,cup_pos,cup_inhib,inhibition,control,target,distractor,L,cup_pos,Y,7/24/2015,11:21:00,0.373,1,-0.9861768593383216,-0.23752603141136527,0.3746167648693195
12473,31,1,3,73,cup_pos,cup_pos,cup_inhib,inhibition,control,target,distractor,L,cup_pos,Y,7/24/2015,11:21:00,0.375,1,-0.9808292530117262,-0.23752603141136527,0.3746167648693195
12474,31,1,3,74,cup_pos,cup_inhib,cup_pos,inhibition,control,distractor,target,R,cup_pos,Y,7/24/2015,11:21:00,0.565,1,-0.5709295478356962,-0.23752603141136527,0.3746167648693195
12475,31,1,3,76,cup_pos,cup_inhib,cup_pos,inhibition,control,distractor,target,R,cup_pos,Y,7/24/2015,11:21:00,0.393,1,-0.9339456671128757,-0.23752603141136527,0.3746167648693195
12476,31,1,3,75,cup_pos,cup_inhib,cup_pos,inhibition,control,distractor,target,R,cup_pos,Y,7/24/2015,11:21:00,0.421,1,-0.8651224452997557,-0.23752603141136527,0.3746167648693195
12477,31,1,3,77,cup_inhib,cup_inhib,cup_pos,inhibition,inhib,target,distractor,L,cup_inhib,Y,7/24/2015,11:21:00,0.734,1,-0.3092462503676215,-0.23752603141136527,0.3746167648693195
12478,31,1,3,78,cookie_pos,cookie_inhib,cookie_pos,inhibition,control,distractor,target,R,cookie_pos,Y,7/24/2015,11:21:00,0.613,1,-0.48939034304592566,-0.23752603141136527,0.3746167648693195
12479,31,1,3,79,cookie_pos,cookie_pos,cookie_inhib,inhibition,control,target,distractor,L,cookie_pos,Y,7/24/2015,11:21:00,0.557,1,-0.5851900390548529,-0.23752603141136527,0.3746167648693195
12480,31,1,3,80,cookie_pos,cookie_inhib,cookie_pos,inhibition,control,distractor,target,R,cookie_pos,Y,7/24/2015,11:21:00,0.412,1,-0.8867319296326107,-0.23752603141136527,0.3746167648693195
12481,31,1,3,81,cookie_pos,cookie_inhib,cookie_pos,inhibition,control,distractor,target,R,cookie_pos,Y,7/24/2015,11:21:00,0.371,1,-0.991553216374702,-0.23752603141136527,0.3746167648693195
12482,31,1,3,82,cookie_pos,cookie_inhib,cookie_pos,inhibition,control,distractor,target,R,cookie_pos,Y,7/24/2015,11:21:00,0.342,1,-1.0729445419195318,-0.23752603141136527,0.3746167648693195
12483,31,1,3,83,cookie_inhib,cookie_pos,cookie_inhib,inhibition,inhib,distractor,target,L,cookie_pos,N,7/24/2015,11:21:00,0.538,0,-0.6198967188203526,-0.23752603141136527,0.3746167648693195
12484,31,1,3,84,banana_pos,banana_pos,banana_inhib,inhibition,control,target,distractor,L,banana_pos,Y,7/24/2015,11:21:00,0.59,1,-0.527632742082372,-0.23752603141136527,0.3746167648693195
12485,31,1,3,85,banana_pos,banana_inhib,banana_pos,inhibition,control,distractor,target,R,banana_pos,Y,7/24/2015,11:21:00,0.376,1,-0.9781661355922425,-0.23752603141136527,0.3746167648693195
12486,31,1,3,86,banana_pos,banana_inhib,banana_pos,inhibition,control,distractor,target,R,banana_pos,Y,7/24/2015,11:21:00,0.395,1,-0.9288695140810151,-0.23752603141136527,0.3746167648693195
12487,31,1,3,87,banana_pos,banana_pos,banana_inhib,inhibition,control,target,distractor,L,banana_pos,Y,7/24/2015,11:21:00,0.783,1,-0.2446225829913339,-0.23752603141136527,0.3746167648693195
12488,31,1,3,89,banana_inhib,banana_pos,banana_inhib,inhibition,inhib,distractor,target,R,banana_inhib,Y,7/24/2015,11:21:00,0.816,1,-0.2033409240180301,-0.23752603141136527,0.3746167648693195
12489,31,1,3,88,banana_pos,banana_pos,banana_inhib,inhibition,control,target,distractor,L,banana_pos,Y,7/24/2015,11:21:00,0.433,1,-0.8370175509796473,-0.23752603141136527,0.3746167648693195
12490,31,1,3,90,cup_pos,cup_pos,cup_inhib,inhibition,control,target,distractor,L,cup_pos,Y,7/24/2015,11:21:00,0.505,1,-0.6831968497067772,-0.23752603141136527,0.3746167648693195
12491,31,1,3,91,cup_pos,cup_pos,cup_inhib,inhibition,control,target,distractor,L,cup_pos,Y,7/24/2015,11:21:00,0.444,1,-0.8119307165499123,-0.23752603141136527,0.3746167648693195
12492,31,1,3,92,cup_pos,cup_inhib,cup_pos,inhibition,control,distractor,target,R,cup_pos,Y,7/24/2015,11:21:00,0.47,1,-0.7550225842780328,-0.23752603141136527,0.3746167648693195
12493,31,1,3,93,cup_pos,cup_pos,cup_inhib,inhibition,control,target,distractor,L,cup_pos,Y,7/24/2015,11:21:00,0.39,1,-0.941608539858445,-0.23752603141136527,0.3746167648693195
12494,31,1,3,94,cup_pos,cup_inhib,cup_pos,inhibition,control,distractor,target,R,cup_pos,Y,7/24/2015,11:21:00,0.411,1,-0.8891620644859025,-0.23752603141136527,0.3746167648693195
12495,31,1,3,95,cup_inhib,cup_pos,cup_inhib,inhibition,inhib,distractor,target,R,cup_inhib,Y,7/24/2015,11:21:00,0.738,1,-0.30381145438166457,-0.23752603141136527,0.3746167648693195
12496,31,1,3,96,bicycle_pos,bicycle_pos,bicycle_inhib,inhibition,control,target,distractor,L,bicycle_pos,Y,7/24/2015,11:21:00,0.904,1,-0.10092591858996053,-0.23752603141136527,0.3746167648693195
12497,31,1,3,97,bicycle_pos,bicycle_pos,bicycle_inhib,inhibition,control,target,distractor,L,bicycle_pos,Y,7/24/2015,11:21:00,0.405,1,-0.9038682118755978,-0.23752603141136527,0.3746167648693195
12498,31,1,3,98,bicycle_pos,bicycle_inhib,bicycle_pos,inhibition,control,distractor,target,R,bicycle_pos,Y,7/24/2015,11:21:00,0.469,1,-0.7571525105358577,-0.23752603141136527,0.3746167648693195
12499,31,1,3,99,bicycle_pos,bicycle_pos,bicycle_inhib,inhibition,control,target,distractor,L,bicycle_pos,Y,7/24/2015,11:21:00,0.427,1,-0.8509712657535126,-0.23752603141136527,0.3746167648693195
12500,31,1,3,100,bicycle_pos,bicycle_inhib,bicycle_pos,inhibition,control,distractor,target,R,bicycle_pos,Y,7/24/2015,11:21:00,0.408,1,-0.8964881045779755,-0.23752603141136527,0.3746167648693195
12501,31,1,3,101,bicycle_pos,bicycle_inhib,bicycle_pos,inhibition,control,distractor,target,R,bicycle_pos,Y,7/24/2015,11:21:00,0.464,1,-0.7678707267558817,-0.23752603141136527,0.3746167648693195
12502,31,1,3,102,bicycle_inhib,bicycle_pos,bicycle_inhib,inhibition,inhib,distractor,target,R,bicycle_inhib,Y,7/24/2015,11:21:00,0.679,1,-0.3871341514234409,-0.23752603141136527,0.3746167648693195
