X1,subid,list,game.order,trial.num,word,leftpic,rightpic,game,trial.type,leftpic.type,rightpic.type,side.chosen,pic.chosen,response,date,timestamp,rt,age,agegroup,gender,english,response_numeric,log_rt,m_log_rt,sd_log_rt
7447,111915_3,1,5,2,apple_pos,apple_pos,apple_inhib,inhibition,control,target,distractor,L,apple_pos,Y,11/19/2015,14:15:00,1.155,5.36,5,F,100,1,0.14410034397375687,0.34839901594443556,0.5220063149724423
7448,111915_3,1,5,21,teddybear_neg,teddybear_neg,teddybear_pos,negation,negative,target,distractor,L,teddybear_neg,Y,11/19/2015,14:15:00,1.696,5.36,5,F,100,1,0.5282725373697112,0.34839901594443556,0.5220063149724423
7449,111915_3,1,5,50,flower_inhib,flower_pos,flower_inhib,inhibition,inhib,distractor,target,R,flower_inhib,Y,11/19/2015,14:15:00,1.138,5.36,5,F,100,1,0.1292723357041391,0.34839901594443556,0.5220063149724423
7450,111915_3,1,5,27,cat_neg,cat_pos,cat_neg,negation,negative,distractor,target,R,cat_neg,Y,11/19/2015,14:15:00,1.368,5.36,5,F,100,1,0.3133498192003588,0.34839901594443556,0.5220063149724423
7451,111915_3,1,5,1,apple_pos,apple_pos,apple_inhib,inhibition,control,target,distractor,L,apple_pos,Y,11/19/2015,14:15:00,2.727,5.36,5,F,100,1,1.0032021038634513,0.34839901594443556,0.5220063149724423
7452,111915_3,1,5,65,bird_pos,bird_pos,bird_inhib,inhibition,control,target,distractor,L,bird_pos,Y,11/19/2015,14:15:00,1.305,5.36,5,F,100,1,0.2662030407746567,0.34839901594443556,0.5220063149724423
7453,111915_3,1,5,4,cat_implic,cat_implic,cat_control,implicature,implicature,target,distractor,L,cat_implic,Y,11/19/2015,14:15:00,1.328,5.36,5,F,100,1,0.28367405105424215,0.34839901594443556,0.5220063149724423
7454,111915_3,1,5,5,cookie_control,cookie_control,cookie_foil,implicature,unambiguous,target,distractor,L,cookie_control,Y,11/19/2015,14:15:00,1.705,5.36,5,F,100,1,0.5335651107354802,0.34839901594443556,0.5220063149724423
7455,111915_3,1,5,39,cat_pos,cat_pos,cat_inhib,inhibition,control,target,distractor,L,cat_pos,Y,11/19/2015,14:15:00,1.035,5.36,5,F,100,1,0.03440142671733232,0.34839901594443556,0.5220063149724423
7456,111915_3,1,5,20,cup_pos,cup_pos,cup_neg,negation,positive,target,distractor,L,cup_pos,Y,11/19/2015,14:15:00,1.698,5.36,5,F,100,1,0.5294510878891555,0.34839901594443556,0.5220063149724423
7457,111915_3,1,5,44,flower_pos,flower_pos,flower_inhib,inhibition,control,target,distractor,L,flower_pos,Y,11/19/2015,14:15:00,1.424,5.36,5,F,100,1,0.35346981298978397,0.34839901594443556,0.5220063149724423
7458,111915_3,1,5,3,apple_pos,apple_pos,apple_inhib,inhibition,control,target,distractor,L,apple_pos,Y,11/19/2015,14:15:00,0.764,5.36,5,F,100,1,-0.2691874898156165,0.34839901594443556,0.5220063149724423
7459,111915_3,1,5,42,cat_pos,cat_inhib,cat_pos,inhibition,control,distractor,target,R,cat_pos,Y,11/19/2015,14:15:00,1.408,5.36,5,F,100,1,0.3421702577358506,0.34839901594443556,0.5220063149724423
7460,111915_3,1,5,62,lamp_pos,lamp_pos,lamp_inhib,inhibition,control,target,distractor,L,lamp_pos,Y,11/19/2015,14:15:00,1.331,5.36,5,F,100,1,0.2859305394129745,0.34839901594443556,0.5220063149724423
7461,111915_3,1,5,40,cat_pos,cat_inhib,cat_pos,inhibition,control,distractor,target,R,cat_pos,Y,11/19/2015,14:15:00,0.532,5.36,5,F,100,1,-0.6311117896404926,0.34839901594443556,0.5220063149724423
7462,111915_3,1,5,59,lamp_pos,lamp_inhib,lamp_pos,inhibition,control,distractor,target,R,lamp_pos,Y,11/19/2015,14:15:00,1.463,5.36,5,F,100,1,0.3804891220379873,0.34839901594443556,0.5220063149724423
7463,111915_3,1,5,25,car_pos,car_neg,car_pos,negation,positive,distractor,target,R,car_pos,Y,11/19/2015,14:15:00,1.245,5.36,5,F,100,1,0.219135529916671,0.34839901594443556,0.5220063149724423
7464,111915_3,1,5,57,cookie_inhib,cookie_inhib,cookie_pos,inhibition,inhib,target,distractor,L,cookie_inhib,Y,11/19/2015,14:15:00,1.058,5.36,5,F,100,1,0.05638033343610769,0.34839901594443556,0.5220063149724423
7465,111915_3,1,5,43,cat_inhib,cat_inhib,cat_pos,inhibition,inhib,target,distractor,L,cat_inhib,Y,11/19/2015,14:15:00,1.1,5.36,5,F,100,1,0.09531017980432493,0.34839901594443556,0.5220063149724423
7466,111915_3,1,5,61,lamp_pos,lamp_pos,lamp_inhib,inhibition,control,target,distractor,L,lamp_pos,Y,11/19/2015,14:15:00,1.059,5.36,5,F,100,1,0.05732506661926935,0.34839901594443556,0.5220063149724423
7467,111915_3,1,5,41,cat_pos,cat_inhib,cat_pos,inhibition,control,distractor,target,R,cat_pos,Y,11/19/2015,14:15:00,0.767,5.36,5,F,100,1,-0.26526847761488087,0.34839901594443556,0.5220063149724423
7468,111915_3,1,5,60,lamp_pos,lamp_pos,lamp_inhib,inhibition,control,target,distractor,L,lamp_pos,Y,11/19/2015,14:15:00,0.907,5.36,5,F,100,1,-0.09761282886700041,0.34839901594443556,0.5220063149724423
7469,111915_3,1,5,53,cookie_pos,cookie_pos,cookie_inhib,inhibition,control,target,distractor,L,cookie_pos,Y,11/19/2015,14:15:00,0.547,5.36,5,F,100,1,-0.6033064765601558,0.34839901594443556,0.5220063149724423
7470,111915_3,1,5,54,cookie_pos,cookie_pos,cookie_inhib,inhibition,control,target,distractor,L,cookie_pos,Y,11/19/2015,14:15:00,1.273,5.36,5,F,100,1,0.2413763195752694,0.34839901594443556,0.5220063149724423
7471,111915_3,1,5,45,flower_pos,flower_inhib,flower_pos,inhibition,control,distractor,target,R,flower_pos,Y,11/19/2015,14:15:00,1.002,5.36,5,F,100,1,0.001998002662673058,0.34839901594443556,0.5220063149724423
7472,111915_3,1,5,46,flower_pos,flower_pos,flower_inhib,inhibition,control,target,distractor,L,flower_pos,Y,11/19/2015,14:15:00,0.741,5.36,5,F,100,1,-0.2997546536860502,0.34839901594443556,0.5220063149724423
7473,111915_3,1,5,2,cup_implic,cup_implic,cup_control,implicature,implicature,target,distractor,L,cup_implic,Y,11/19/2015,14:15:00,1.121,5.36,5,F,100,1,0.11422114409002286,0.34839901594443556,0.5220063149724423
7474,111915_3,1,5,53,cookie_control,cookie_foil,cookie_control,implicature,unambiguous,distractor,target,R,cookie_control,Y,11/19/2015,14:15:00,1.38,5.36,5,F,100,1,0.3220834991691132,0.34839901594443556,0.5220063149724423
7475,111915_3,1,5,54,banana_neg,banana_pos,banana_neg,negation,negative,distractor,target,R,banana_neg,Y,11/19/2015,14:15:00,1.246,5.36,5,F,100,1,0.2199384203652614,0.34839901594443556,0.5220063149724423
7476,111915_3,1,5,54,dog_implic,dog_control,dog_implic,implicature,implicature,distractor,target,R,dog_implic,Y,11/19/2015,14:15:00,1.627,5.36,5,F,100,1,0.48673782823690076,0.34839901594443556,0.5220063149724423
7477,111915_3,1,5,3,apple_implic,apple_implic,apple_control,implicature,implicature,target,distractor,L,apple_implic,Y,11/19/2015,14:15:00,1.457,5.36,5,F,100,1,0.37637952721306783,0.34839901594443556,0.5220063149724423
7478,111915_3,1,5,57,bicycle_neg,bicycle_neg,bicycle_pos,negation,negative,target,distractor,L,bicycle_neg,Y,11/19/2015,14:15:00,1.347,5.36,5,F,100,1,0.2978798974282269,0.34839901594443556,0.5220063149724423
7479,111915_3,1,5,58,cat_neg,cat_neg,cat_pos,negation,negative,target,distractor,R,cat_pos,N,11/19/2015,14:15:00,1.169,5.36,5,F,100,0,0.15614868248993138,0.34839901594443556,0.5220063149724423
7480,111915_3,1,5,59,bicycle_implic,bicycle_implic,bicycle_control,implicature,implicature,target,distractor,L,bicycle_implic,Y,11/19/2015,14:15:00,2.219,5.36,5,F,100,1,0.7970566439504568,0.34839901594443556,0.5220063149724423
7481,111915_3,1,5,66,bird_pos,bird_pos,bird_inhib,inhibition,control,target,distractor,L,bird_pos,Y,11/19/2015,14:15:00,1.367,5.36,5,F,100,1,0.3126185577418125,0.34839901594443556,0.5220063149724423
7482,111915_3,1,5,49,flower_pos,flower_pos,flower_inhib,inhibition,control,target,distractor,L,flower_pos,Y,11/19/2015,14:15:00,0.852,5.36,5,F,100,1,-0.16016875215282134,0.34839901594443556,0.5220063149724423
7483,111915_3,1,5,28,bird_pos,bird_pos,bird_neg,negation,positive,target,distractor,L,bird_pos,Y,11/19/2015,14:15:00,1.514,5.36,5,F,100,1,0.41475515501525706,0.34839901594443556,0.5220063149724423
7484,111915_3,1,5,19,bird_neg,bird_neg,bird_pos,negation,negative,target,distractor,L,bird_neg,Y,11/19/2015,14:15:00,1.781,5.36,5,F,100,1,0.5771750043075246,0.34839901594443556,0.5220063149724423
7485,111915_3,1,5,37,bicycle_inhib,bicycle_pos,bicycle_inhib,inhibition,inhib,distractor,target,R,bicycle_inhib,Y,11/19/2015,14:15:00,1,5.36,5,F,100,1,0,0.34839901594443556,0.5220063149724423
7486,111915_3,1,5,55,cookie_pos,cookie_inhib,cookie_pos,inhibition,control,distractor,target,R,cookie_pos,Y,11/19/2015,14:15:00,0.945,5.36,5,F,100,1,-0.05657035148839435,0.34839901594443556,0.5220063149724423
7487,111915_3,1,5,53,dog_pos,dog_neg,dog_pos,negation,positive,distractor,target,R,dog_pos,Y,11/19/2015,14:15:00,1.236,5.36,5,F,100,1,0.211880359035499,0.34839901594443556,0.5220063149724423
7488,111915_3,1,5,31,apple_neg,apple_pos,apple_neg,negation,negative,distractor,target,R,apple_neg,Y,11/19/2015,14:15:00,1.495,5.36,5,F,100,1,0.4021262068426498,0.34839901594443556,0.5220063149724423
7489,111915_3,1,5,36,dog_control,dog_foil,dog_control,implicature,unambiguous,distractor,target,R,dog_control,Y,11/19/2015,14:15:00,1.405,5.36,5,F,100,1,0.3400373027857091,0.34839901594443556,0.5220063149724423
7490,111915_3,1,5,32,cup_pos,cup_neg,cup_pos,negation,positive,distractor,target,R,cup_pos,Y,11/19/2015,14:15:00,1.713,5.36,5,F,100,1,0.5382462193419829,0.34839901594443556,0.5220063149724423
7491,111915_3,1,5,55,apple_implic,apple_control,apple_implic,implicature,implicature,distractor,target,R,apple_implic,Y,11/19/2015,14:15:00,1.442,5.36,5,F,100,1,0.3660310388627573,0.34839901594443556,0.5220063149724423
7492,111915_3,1,5,56,bird_implic,bird_control,bird_implic,implicature,implicature,distractor,target,R,bird_implic,Y,11/19/2015,14:15:00,1.638,5.36,5,F,100,1,0.4934759854308776,0.34839901594443556,0.5220063149724423
7493,111915_3,1,5,59,flower_pos,flower_neg,flower_pos,negation,positive,distractor,target,R,flower_pos,Y,11/19/2015,14:15:00,3.92,5.36,5,F,100,1,1.366091653802371,0.34839901594443556,0.5220063149724423
7494,111915_3,1,5,60,cookie_pos,cookie_neg,cookie_pos,negation,positive,distractor,target,R,cookie_pos,Y,11/19/2015,14:15:00,1.385,5.36,5,F,100,1,0.32570013963930183,0.34839901594443556,0.5220063149724423
7495,111915_3,1,5,10,car_implic,car_implic,car_control,implicature,implicature,target,distractor,L,car_implic,Y,11/19/2015,14:15:00,1.067,5.36,5,F,100,1,0.06485097231961627,0.34839901594443556,0.5220063149724423
7496,111915_3,1,5,26,banana_neg,banana_pos,banana_neg,negation,negative,distractor,target,R,banana_neg,Y,11/19/2015,14:15:00,1.496,5.36,5,F,100,1,0.4027948795522855,0.34839901594443556,0.5220063149724423
7497,111915_3,1,5,29,teddybear_neg,teddybear_neg,teddybear_pos,negation,negative,target,distractor,L,teddybear_neg,Y,11/19/2015,14:15:00,1.362,5.36,5,F,100,1,0.3089542077273207,0.34839901594443556,0.5220063149724423
7498,111915_3,1,5,18,apple_neg,apple_neg,apple_pos,negation,negative,target,distractor,L,apple_neg,Y,11/19/2015,14:15:00,1.531,5.36,5,F,100,1,0.42592111667554666,0.34839901594443556,0.5220063149724423
7499,111915_3,1,5,38,cat_pos,cat_inhib,cat_pos,inhibition,control,distractor,target,R,cat_pos,Y,11/19/2015,14:15:00,1.155,5.36,5,F,100,1,0.14410034397375687,0.34839901594443556,0.5220063149724423
7500,111915_3,1,5,56,cookie_pos,cookie_inhib,cookie_pos,inhibition,control,distractor,target,R,cookie_pos,Y,11/19/2015,14:15:00,0.939,5.36,5,F,100,1,-0.0629397997738742,0.34839901594443556,0.5220063149724423
7501,111915_3,1,5,35,lamp_control,lamp_foil,lamp_control,implicature,unambiguous,distractor,target,R,lamp_control,Y,11/19/2015,14:15:00,1.513,5.36,5,F,100,1,0.4140944348062188,0.34839901594443556,0.5220063149724423
7502,111915_3,1,5,50,car_implic,car_implic,car_control,implicature,implicature,target,distractor,L,car_implic,Y,11/19/2015,14:15:00,2.657,5.36,5,F,100,1,0.9771976667776765,0.34839901594443556,0.5220063149724423
7503,111915_3,1,5,52,apple_neg,apple_pos,apple_neg,negation,negative,distractor,target,R,apple_neg,Y,11/19/2015,14:15:00,1.175,5.36,5,F,100,1,0.16126814759612232,0.34839901594443556,0.5220063149724423
7504,111915_3,1,5,37,cookie_control,cookie_control,cookie_foil,implicature,unambiguous,target,distractor,L,cookie_control,Y,11/19/2015,14:15:00,1.196,5.36,5,F,100,1,0.17898265552843995,0.34839901594443556,0.5220063149724423
7505,111915_3,1,5,38,bird_control,bird_control,bird_foil,implicature,unambiguous,target,distractor,L,bird_control,Y,11/19/2015,14:15:00,1.299,5.36,5,F,100,1,0.2615947376884624,0.34839901594443556,0.5220063149724423
7506,111915_3,1,5,33,dog_neg,dog_pos,dog_neg,negation,negative,distractor,target,R,dog_neg,Y,11/19/2015,14:15:00,1.839,5.36,5,F,100,1,0.609221945622184,0.34839901594443556,0.5220063149724423
7507,111915_3,1,5,57,teddybear_implic,teddybear_control,teddybear_implic,implicature,implicature,distractor,target,R,teddybear_implic,Y,11/19/2015,14:15:00,1.163,5.36,5,F,100,1,0.15100287353652742,0.34839901594443556,0.5220063149724423
7508,111915_3,1,5,40,lamp_implic,lamp_implic,lamp_control,implicature,implicature,target,distractor,L,lamp_implic,Y,11/19/2015,14:15:00,1.084,5.36,5,F,100,1,0.08065790301745454,0.34839901594443556,0.5220063149724423
7509,111915_3,1,5,47,flower_pos,flower_pos,flower_inhib,inhibition,control,target,distractor,L,flower_pos,Y,11/19/2015,14:15:00,1.196,5.36,5,F,100,1,0.17898265552843995,0.34839901594443556,0.5220063149724423
7510,111915_3,1,5,46,cup_control,cup_foil,cup_control,implicature,unambiguous,distractor,target,R,cup_control,Y,11/19/2015,14:15:00,1.155,5.36,5,F,100,1,0.14410034397375687,0.34839901594443556,0.5220063149724423
7511,111915_3,1,5,47,dog_control,dog_foil,dog_control,implicature,unambiguous,distractor,target,R,dog_control,Y,11/19/2015,14:15:00,1.266,5.36,5,F,100,1,0.23586232372198446,0.34839901594443556,0.5220063149724423
7512,111915_3,1,5,44,bicycle_implic,bicycle_implic,bicycle_control,implicature,implicature,target,distractor,L,bicycle_implic,Y,11/19/2015,14:15:00,1.193,5.36,5,F,100,1,0.1764711431157791,0.34839901594443556,0.5220063149724423
7513,111915_3,1,5,36,bicycle_pos,bicycle_inhib,bicycle_pos,inhibition,control,distractor,target,R,bicycle_pos,Y,11/19/2015,14:15:00,1.045,5.36,5,F,100,1,0.04401688541677426,0.34839901594443556,0.5220063149724423
7514,111915_3,1,5,49,lamp_implic,lamp_control,lamp_implic,implicature,implicature,distractor,target,R,lamp_implic,Y,11/19/2015,14:15:00,1.644,5.36,5,F,100,1,0.4971322966339881,0.34839901594443556,0.5220063149724423
7515,111915_3,1,5,51,car_pos,car_neg,car_pos,negation,positive,distractor,target,R,car_pos,Y,11/19/2015,14:15:00,1.032,5.36,5,F,100,1,0.031498667059371016,0.34839901594443556,0.5220063149724423
7516,111915_3,1,5,30,cookie_pos,cookie_neg,cookie_pos,negation,positive,distractor,target,R,cookie_pos,Y,11/19/2015,14:15:00,1.515,5.36,5,F,100,1,0.4154154389613324,0.34839901594443556,0.5220063149724423
7517,111915_3,1,5,51,flower_implic,flower_control,flower_implic,implicature,implicature,distractor,target,R,flower_implic,Y,11/19/2015,14:15:00,1.172,5.36,5,F,100,1,0.1587116911548208,0.34839901594443556,0.5220063149724423
7518,111915_3,1,5,52,banana_implic,banana_implic,banana_control,implicature,implicature,target,distractor,L,banana_implic,Y,11/19/2015,14:15:00,1.358,5.36,5,F,100,1,0.30601302913650447,0.34839901594443556,0.5220063149724423
7519,111915_3,1,5,56,lamp_pos,lamp_neg,lamp_pos,negation,positive,distractor,target,R,lamp_pos,Y,11/19/2015,14:15:00,1.212,5.36,5,F,100,1,0.1922718876471227,0.34839901594443556,0.5220063149724423
7520,111915_3,1,5,15,flower_control,flower_foil,flower_control,implicature,unambiguous,distractor,target,R,flower_control,Y,11/19/2015,14:15:00,1.466,5.36,5,F,100,1,0.38253760346445975,0.34839901594443556,0.5220063149724423
7521,111915_3,1,5,64,bird_pos,bird_pos,bird_inhib,inhibition,control,target,distractor,L,bird_pos,Y,11/19/2015,14:15:00,1.575,5.36,5,F,100,1,0.4542552722775964,0.34839901594443556,0.5220063149724423
7522,111915_3,1,5,1,dog_neg,dog_pos,dog_neg,negation,negative,distractor,target,R,dog_neg,Y,11/19/2015,14:15:00,2.405,5.36,5,F,100,1,0.8775499035577244,0.34839901594443556,0.5220063149724423
7523,111915_3,1,5,16,cat_pos,cat_neg,cat_pos,negation,positive,distractor,target,R,cat_pos,Y,11/19/2015,14:15:00,1.145,5.36,5,F,100,1,0.13540463700620298,0.34839901594443556,0.5220063149724423
7524,111915_3,1,5,45,teddybear_implic,teddybear_implic,teddybear_control,implicature,implicature,target,distractor,L,teddybear_implic,Y,11/19/2015,14:15:00,1.207,5.36,5,F,100,1,0.1881379421153945,0.34839901594443556,0.5220063149724423
7525,111915_3,1,5,17,lamp_pos,lamp_neg,lamp_pos,negation,positive,distractor,target,R,lamp_pos,Y,11/19/2015,14:15:00,1.648,5.36,5,F,100,1,0.4995624314872799,0.34839901594443556,0.5220063149724423
7526,111915_3,1,5,48,apple_control,apple_control,apple_foil,implicature,unambiguous,target,distractor,L,apple_control,Y,11/19/2015,14:15:00,1.155,5.36,5,F,100,1,0.14410034397375687,0.34839901594443556,0.5220063149724423
7527,111915_3,1,5,50,teddybear_pos,teddybear_pos,teddybear_neg,negation,positive,target,distractor,L,teddybear_pos,Y,11/19/2015,14:15:00,1.553,5.36,5,F,100,1,0.44018854416654996,0.34839901594443556,0.5220063149724423
7528,111915_3,1,5,11,flower_control,flower_foil,flower_control,implicature,unambiguous,distractor,target,R,flower_control,Y,11/19/2015,14:15:00,1.22,5.36,5,F,100,1,0.19885085874516517,0.34839901594443556,0.5220063149724423
7529,111915_3,1,5,34,cookie_implic,cookie_control,cookie_implic,implicature,implicature,distractor,target,R,cookie_implic,Y,11/19/2015,14:15:00,1.19,5.36,5,F,100,1,0.17395330712343798,0.34839901594443556,0.5220063149724423
7530,111915_3,1,5,33,car_control,car_control,car_foil,implicature,unambiguous,target,distractor,L,car_control,Y,11/19/2015,14:15:00,1.683,5.36,5,F,100,1,0.520577915208669,0.34839901594443556,0.5220063149724423
7531,111915_3,1,5,6,apple_pos,apple_inhib,apple_pos,inhibition,control,distractor,target,R,apple_pos,Y,11/19/2015,14:15:00,0.696,5.36,5,F,100,1,-0.3624056186477175,0.34839901594443556,0.5220063149724423
7532,111915_3,1,5,13,bicycle_implic,bicycle_implic,bicycle_control,implicature,implicature,target,distractor,L,bicycle_implic,Y,11/19/2015,14:15:00,1.618,5.36,5,F,100,1,0.48119081863630003,0.34839901594443556,0.5220063149724423
7533,111915_3,1,5,70,bird_inhib,bird_pos,bird_inhib,inhibition,inhib,distractor,target,R,bird_inhib,Y,11/19/2015,14:15:00,1.254,5.36,5,F,100,1,0.22633844221072896,0.34839901594443556,0.5220063149724423
7534,111915_3,1,5,39,banana_control,banana_control,banana_foil,implicature,unambiguous,target,distractor,L,banana_control,Y,11/19/2015,14:15:00,1.187,5.36,5,F,100,1,0.17142911562753102,0.34839901594443556,0.5220063149724423
7535,111915_3,1,5,63,lamp_inhib,lamp_inhib,lamp_pos,inhibition,inhib,target,distractor,L,lamp_inhib,Y,11/19/2015,14:15:00,1.491,5.36,5,F,100,1,0.39944703578260143,0.34839901594443556,0.5220063149724423
7536,111915_3,1,5,48,flower_pos,flower_pos,flower_inhib,inhibition,control,target,distractor,L,flower_pos,Y,11/19/2015,14:15:00,1.122,5.36,5,F,100,1,0.11511280710050467,0.34839901594443556,0.5220063149724423
7537,111915_3,1,5,15,cookie_neg,cookie_neg,cookie_pos,negation,negative,target,distractor,L,cookie_neg,Y,11/19/2015,14:15:00,2.101,5.36,5,F,100,1,0.7424134218628634,0.34839901594443556,0.5220063149724423
7538,111915_3,1,5,43,flower_control,flower_control,flower_foil,implicature,unambiguous,target,distractor,L,flower_control,Y,11/19/2015,14:15:00,1.154,5.36,5,F,100,1,0.14323416808590775,0.34839901594443556,0.5220063149724423
7539,111915_3,1,5,1,banana_implic,banana_control,banana_implic,implicature,implicature,distractor,target,R,banana_implic,Y,11/19/2015,14:15:00,1.071,5.36,5,F,100,1,0.06859279146561167,0.34839901594443556,0.5220063149724423
7540,111915_3,1,5,32,cup_implic,cup_implic,cup_control,implicature,implicature,target,distractor,L,cup_implic,Y,11/19/2015,14:15:00,1.592,5.36,5,F,100,1,0.4649910874221913,0.34839901594443556,0.5220063149724423
7541,111915_3,1,5,35,bicycle_pos,bicycle_inhib,bicycle_pos,inhibition,control,distractor,target,R,bicycle_pos,Y,11/19/2015,14:15:00,0.77,5.36,5,F,100,1,-0.2613647641344075,0.34839901594443556,0.5220063149724423
7542,111915_3,1,5,33,bicycle_pos,bicycle_inhib,bicycle_pos,inhibition,control,distractor,target,R,bicycle_pos,Y,11/19/2015,14:15:00,1.757,5.36,5,F,100,1,0.5636078092049601,0.34839901594443556,0.5220063149724423
7543,111915_3,1,5,12,bird_control,bird_control,bird_foil,implicature,unambiguous,target,distractor,L,bird_control,Y,11/19/2015,14:15:00,0.931,5.36,5,F,100,1,-0.07149600170506992,0.34839901594443556,0.5220063149724423
7544,111915_3,1,5,69,bird_pos,bird_inhib,bird_pos,inhibition,control,distractor,target,R,bird_pos,Y,11/19/2015,14:15:00,0.775,5.36,5,F,100,1,-0.25489224962879004,0.34839901594443556,0.5220063149724423
7545,111915_3,1,5,55,bird_neg,bird_pos,bird_neg,negation,negative,distractor,target,R,bird_neg,Y,11/19/2015,14:15:00,1.38,5.36,5,F,100,1,0.3220834991691132,0.34839901594443556,0.5220063149724423
7546,111915_3,1,5,39,cat_neg,cat_pos,cat_neg,negation,negative,distractor,target,R,cat_neg,Y,11/19/2015,14:15:00,1.151,5.36,5,F,100,1,0.14063112973974562,0.34839901594443556,0.5220063149724423
7547,111915_3,1,5,34,bicycle_neg,bicycle_neg,bicycle_pos,negation,negative,target,distractor,L,bicycle_neg,Y,11/19/2015,14:15:00,1.349,5.36,5,F,100,1,0.2993635772256188,0.34839901594443556,0.5220063149724423
7548,111915_3,1,5,16,bird_control,bird_control,bird_foil,implicature,unambiguous,target,distractor,L,bird_control,Y,11/19/2015,14:15:00,0.934,5.36,5,F,100,1,-0.06827884075329438,0.34839901594443556,0.5220063149724423
7549,111915_3,1,5,41,car_control,car_foil,car_control,implicature,unambiguous,distractor,target,R,car_control,Y,11/19/2015,14:15:00,1.354,5.36,5,F,100,1,0.3030631744900833,0.34839901594443556,0.5220063149724423
7550,111915_3,1,5,4,apple_pos,apple_inhib,apple_pos,inhibition,control,distractor,target,R,apple_pos,Y,11/19/2015,14:15:00,1.212,5.36,5,F,100,1,0.1922718876471227,0.34839901594443556,0.5220063149724423
7551,111915_3,1,5,3,teddybear_neg,teddybear_neg,teddybear_pos,negation,negative,target,distractor,L,teddybear_neg,Y,11/19/2015,14:15:00,1.662,5.36,5,F,100,1,0.5080216964332565,0.34839901594443556,0.5220063149724423
7552,111915_3,1,5,5,apple_pos,apple_pos,apple_inhib,inhibition,control,target,distractor,L,apple_pos,Y,11/19/2015,14:15:00,0.723,5.36,5,F,100,1,-0.3243460568233724,0.34839901594443556,0.5220063149724423
7553,111915_3,1,5,37,teddybear_pos,teddybear_pos,teddybear_neg,negation,positive,target,distractor,L,teddybear_pos,Y,11/19/2015,14:15:00,1.291,5.36,5,F,100,1,0.2554171118645054,0.34839901594443556,0.5220063149724423
7554,111915_3,1,5,31,banana_inhib,banana_pos,banana_inhib,inhibition,inhib,distractor,target,R,banana_inhib,Y,11/19/2015,14:15:00,1.147,5.36,5,F,100,1,0.13714983814723367,0.34839901594443556,0.5220063149724423
7555,111915_3,1,5,67,bird_pos,bird_inhib,bird_pos,inhibition,control,distractor,target,R,bird_pos,Y,11/19/2015,14:15:00,1.107,5.36,5,F,100,1,0.10165365372649982,0.34839901594443556,0.5220063149724423
7556,111915_3,1,5,34,bicycle_pos,bicycle_pos,bicycle_inhib,inhibition,control,target,distractor,L,bicycle_pos,Y,11/19/2015,14:15:00,0.955,5.36,5,F,100,1,-0.046043938501406846,0.34839901594443556,0.5220063149724423
7557,111915_3,1,5,4,cookie_neg,cookie_pos,cookie_neg,negation,negative,distractor,target,R,cookie_neg,Y,11/19/2015,14:15:00,1.236,5.36,5,F,100,1,0.211880359035499,0.34839901594443556,0.5220063149724423
7558,111915_3,1,5,7,apple_inhib,apple_pos,apple_inhib,inhibition,inhib,distractor,target,R,apple_inhib,Y,11/19/2015,14:15:00,1.423,5.36,5,F,100,1,0.35276731910771536,0.34839901594443556,0.5220063149724423
7559,111915_3,1,5,18,cookie_implic,cookie_implic,cookie_control,implicature,implicature,target,distractor,L,cookie_implic,Y,11/19/2015,14:15:00,2.855,5.36,5,F,100,1,1.0490718431079735,0.34839901594443556,0.5220063149724423
7560,111915_3,1,5,14,dog_control,dog_foil,dog_control,implicature,unambiguous,distractor,target,R,dog_control,Y,11/19/2015,14:15:00,1.235,5.36,5,F,100,1,0.2110709700799406,0.34839901594443556,0.5220063149724423
7561,111915_3,1,5,8,car_pos,car_inhib,car_pos,inhibition,control,distractor,target,R,car_pos,Y,11/19/2015,14:15:00,1.507,5.36,5,F,100,1,0.4101209196443583,0.34839901594443556,0.5220063149724423
7562,111915_3,1,5,60,cat_implic,cat_control,cat_implic,implicature,implicature,distractor,target,R,cat_implic,Y,11/19/2015,14:15:00,1.038,5.36,5,F,100,1,0.03729578474369693,0.34839901594443556,0.5220063149724423
7563,111915_3,1,5,2,cat_pos,cat_neg,cat_pos,negation,positive,distractor,target,R,cat_pos,Y,11/19/2015,14:15:00,2.354,5.36,5,F,100,1,0.856116008838085,0.34839901594443556,0.5220063149724423
7564,111915_3,1,5,14,bicycle_pos,bicycle_neg,bicycle_pos,negation,positive,distractor,target,R,bicycle_pos,Y,11/19/2015,14:15:00,0.934,5.36,5,F,100,1,-0.06827884075329438,0.34839901594443556,0.5220063149724423
7566,111915_3,1,5,31,bicycle_control,bicycle_foil,bicycle_control,implicature,unambiguous,distractor,target,R,bicycle_control,Y,11/19/2015,14:15:00,1.509,5.36,5,F,100,1,0.41144717978571177,0.34839901594443556,0.5220063149724423
7567,111915_3,1,5,14,dog_pos,dog_pos,dog_inhib,inhibition,control,target,distractor,L,dog_pos,Y,11/19/2015,14:15:00,1.217,5.36,5,F,100,1,0.19638881400539018,0.34839901594443556,0.5220063149724423
7568,111915_3,1,5,29,banana_pos,banana_inhib,banana_pos,inhibition,control,distractor,target,R,banana_pos,Y,11/19/2015,14:15:00,1.239,5.36,5,F,100,1,0.2143046026470055,0.34839901594443556,0.5220063149724423
