"","subid","list","trial.num","word","leftpic","rightpic","game","trial.type","leftpic.type","rightpic.type","side.chosen","pic.chosen","response","rt","agegroup"
"10327","112515_2",2,36,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","R","cat_pos","Y",803,6
"10328","112515_2",2,37,"cat_pos","cat_pos","cat_inhib","inhibition","control","target","distractor","L","cat_pos","Y",1485,6
"10329","112515_2",2,38,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","R","cat_pos","Y",1048,6
"10330","112515_2",2,8,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y",990,6
"10331","112515_2",2,60,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","R","teddybear_pos","Y",969,6
"10332","112515_2",2,61,"teddybear_inhib","teddybear_pos","teddybear_inhib","inhibition","inhib","distractor","target","R","teddybear_inhib","Y",1390,6
"10333","112515_2",2,57,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y",841,6
"10334","112515_2",2,63,"dog_pos","dog_inhib","dog_pos","inhibition","control","distractor","target","R","dog_pos","Y",747,6
"10335","112515_2",2,3,"cup_implic","cup_control","cup_implic","implicature","implicature","distractor","target","R","cup_implic","Y",741,6
"10336","112515_2",2,4,"teddybear_control","teddybear_foil","teddybear_control","implicature","unambiguous","distractor","target","L","teddybear_foil","N",864,6
"10337","112515_2",2,24,"teddybear_neg","teddybear_neg","teddybear_pos","negation","negative","target","distractor","R","teddybear_pos","N",1021,6
"10338","112515_2",2,23,"flower_neg","flower_neg","flower_pos","negation","negative","target","distractor","L","flower_neg","Y",1865,6
"10339","112515_2",2,27,"bicycle_neg","bicycle_neg","bicycle_pos","negation","negative","target","distractor","R","bicycle_pos","N",634.000000000001,6
"10340","112515_2",2,56,"car_pos","car_neg","car_pos","negation","positive","distractor","target","R","car_pos","Y",1011,6
"10341","112515_2",2,57,"cookie_pos","cookie_pos","cookie_neg","negation","positive","target","distractor","L","cookie_pos","Y",1274,6
"10342","112515_2",2,38,"cup_control","cup_control","cup_foil","implicature","unambiguous","target","distractor","L","cup_control","Y",1471,6
"10343","112515_2",2,59,"cat_pos","cat_pos","cat_neg","negation","positive","target","distractor","R","cat_neg","N",1140,6
"10344","112515_2",2,32,"teddybear_neg","teddybear_pos","teddybear_neg","negation","negative","distractor","target","L","teddybear_pos","N",1228,6
"10345","112515_2",2,33,"bird_neg","bird_neg","bird_pos","negation","negative","target","distractor","R","bird_pos","N",569,6
"10346","112515_2",2,34,"cat_neg","cat_pos","cat_neg","negation","negative","distractor","target","L","cat_pos","N",838.000000000001,6
"10347","112515_2",2,35,"banana_pos","banana_pos","banana_neg","negation","positive","target","distractor","L","banana_pos","Y",1011,6
"10348","112515_2",2,40,"cat_inhib","cat_inhib","cat_pos","inhibition","inhib","target","distractor","L","cat_inhib","Y",1363,6
"10349","112515_2",2,41,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","L","bicycle_pos","Y",1461,6
"10350","112515_2",2,28,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y",1209,6
"10351","112515_2",2,26,"flower_pos","flower_pos","flower_neg","negation","positive","target","distractor","L","flower_pos","Y",980,6
"10352","112515_2",2,4,"cup_pos","cup_inhib","cup_pos","inhibition","control","distractor","target","R","cup_pos","Y",609,6
"10353","112515_2",2,29,"cup_pos","cup_neg","cup_pos","negation","positive","distractor","target","R","cup_pos","Y",771,6
"10354","112515_2",2,28,"dog_neg","dog_pos","dog_neg","negation","negative","distractor","target","L","dog_pos","N",982,6
"10355","112515_2",2,30,"apple_pos","apple_neg","apple_pos","negation","positive","distractor","target","R","apple_pos","Y",883,6
"10356","112515_2",2,31,"cookie_pos","cookie_neg","cookie_pos","negation","positive","distractor","target","R","cookie_pos","Y",809,6
"10357","112515_2",2,10,"bird_pos","bird_pos","bird_inhib","inhibition","control","target","distractor","L","bird_pos","Y",1922,6
"10358","112515_2",2,7,"cup_inhib","cup_pos","cup_inhib","inhibition","inhib","distractor","target","L","cup_pos","N",632,6
"10359","112515_2",2,5,"lamp_pos","lamp_pos","lamp_neg","negation","positive","target","distractor","L","lamp_pos","Y",1022,6
"10360","112515_2",2,6,"bird_pos","bird_neg","bird_pos","negation","positive","distractor","target","R","bird_pos","Y",774,6
"10361","112515_2",2,7,"banana_pos","banana_neg","banana_pos","negation","positive","distractor","target","R","banana_pos","Y",832,6
"10362","112515_2",2,50,"flower_neg","flower_neg","flower_pos","negation","negative","target","distractor","L","flower_neg","Y",2161,6
"10363","112515_2",2,51,"bird_neg","bird_pos","bird_neg","negation","negative","distractor","target","L","bird_pos","N",979,6
"10364","112515_2",2,52,"apple_pos","apple_pos","apple_neg","negation","positive","target","distractor","L","apple_pos","Y",784,6
"10365","112515_2",2,53,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","R","banana_pos","Y",785,6
"10366","112515_2",2,54,"banana_inhib","banana_inhib","banana_pos","inhibition","inhib","target","distractor","L","banana_inhib","Y",1044,6
"10367","112515_2",2,55,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","R","teddybear_pos","Y",1347,6
"10368","112515_2",2,56,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","R","teddybear_pos","Y",614,6
"10369","112515_2",2,58,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","R","teddybear_pos","Y",703,6
"10370","112515_2",2,58,"teddybear_pos","teddybear_pos","teddybear_neg","negation","positive","target","distractor","L","teddybear_pos","Y",1170,6
"10371","112515_2",2,59,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y",909,6
"10372","112515_2",2,62,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y",1178,6
"10373","112515_2",2,11,"car_control","car_control","car_foil","implicature","unambiguous","target","distractor","L","car_control","Y",1339,6
"10374","112515_2",2,15,"cup_control","cup_control","cup_foil","implicature","unambiguous","target","distractor","L","cup_control","Y",1685,6
"10375","112515_2",2,64,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y",884,6
"10376","112515_2",2,65,"dog_pos","dog_inhib","dog_pos","inhibition","control","distractor","target","R","dog_pos","Y",581,6
"10377","112515_2",2,5,"bird_control","bird_foil","bird_control","implicature","unambiguous","distractor","target","L","bird_foil","N",1633,6
"10378","112515_2",2,6,"apple_implic","apple_control","apple_implic","implicature","implicature","distractor","target","R","apple_implic","Y",1738,6
"10379","112515_2",2,7,"dog_control","dog_control","dog_foil","implicature","unambiguous","target","distractor","L","dog_control","Y",1258,6
"10380","112515_2",2,8,"cookie_implic","cookie_implic","cookie_control","implicature","implicature","target","distractor","L","cookie_implic","Y",1417,6
"10381","112515_2",2,9,"banana_control","banana_control","banana_foil","implicature","unambiguous","target","distractor","R","banana_foil","N",1428,6
"10382","112515_2",2,10,"flower_implic","flower_implic","flower_control","implicature","implicature","target","distractor","L","flower_implic","Y",1703,6
"10383","112515_2",2,12,"lamp_control","lamp_foil","lamp_control","implicature","unambiguous","distractor","target","R","lamp_control","Y",1362,6
"10384","112515_2",2,13,"apple_implic","apple_implic","apple_control","implicature","implicature","target","distractor","L","apple_implic","Y",1601,6
"10385","112515_2",2,14,"dog_implic","dog_control","dog_implic","implicature","implicature","distractor","target","R","dog_implic","Y",2438,6
"10386","112515_2",2,26,"lamp_implic","lamp_control","lamp_implic","implicature","implicature","distractor","target","R","lamp_implic","Y",765,6
"10387","112515_2",2,27,"cookie_implic","cookie_implic","cookie_control","implicature","implicature","target","distractor","L","cookie_implic","Y",1448,6
"10388","112515_2",2,16,"teddybear_control","teddybear_foil","teddybear_control","implicature","unambiguous","distractor","target","R","teddybear_control","Y",1043,6
"10389","112515_2",2,17,"bicycle_control","bicycle_foil","bicycle_control","implicature","unambiguous","distractor","target","R","bicycle_control","Y",1284,6
"10390","112515_2",2,18,"flower_implic","flower_control","flower_implic","implicature","implicature","distractor","target","R","flower_implic","Y",1777,6
"10391","112515_2",2,19,"cat_implic","cat_control","cat_implic","implicature","implicature","distractor","target","R","cat_implic","Y",1289,6
"10392","112515_2",2,40,"teddybear_pos","teddybear_pos","teddybear_neg","negation","positive","target","distractor","L","teddybear_pos","Y",1832,6
"10393","112515_2",2,41,"cup_pos","cup_neg","cup_pos","negation","positive","distractor","target","L","cup_neg","N",1074,6
"10394","112515_2",2,42,"bird_neg","bird_pos","bird_neg","negation","negative","distractor","target","L","bird_pos","N",1606,6
"10395","112515_2",2,3,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y",484,6
"10396","112515_2",2,9,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y",503,6
"10397","112515_2",2,44,"lamp_neg","lamp_pos","lamp_neg","negation","negative","distractor","target","L","lamp_pos","N",2002,6
"10398","112515_2",2,25,"dog_implic","dog_implic","dog_control","implicature","implicature","target","distractor","L","dog_implic","Y",1273,6
"10399","112515_2",2,52,"lamp_implic","lamp_control","lamp_implic","implicature","implicature","distractor","target","R","lamp_implic","Y",1033,6
"10400","112515_2",2,53,"bicycle_control","bicycle_control","bicycle_foil","implicature","unambiguous","target","distractor","L","bicycle_control","Y",2096,6
"10401","112515_2",2,28,"car_implic","car_control","car_implic","implicature","implicature","distractor","target","R","car_implic","Y",739,6
"10402","112515_2",2,29,"cup_implic","cup_control","cup_implic","implicature","implicature","distractor","target","R","cup_implic","Y",666,6
"10403","112515_2",2,30,"bicycle_control","bicycle_foil","bicycle_control","implicature","unambiguous","distractor","target","R","bicycle_control","Y",1520,6
"10404","112515_2",2,31,"teddybear_implic","teddybear_implic","teddybear_control","implicature","implicature","target","distractor","L","teddybear_implic","Y",1226,6
"10405","112515_2",2,67,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y",874,6
"10406","112515_2",2,68,"dog_inhib","dog_inhib","dog_pos","inhibition","inhib","target","distractor","R","dog_pos","N",826,6
"10407","112515_2",2,69,"car_pos","car_inhib","car_pos","inhibition","control","distractor","target","R","car_pos","Y",1225,6
"10408","112515_2",2,50,"flower_control","flower_control","flower_foil","implicature","unambiguous","target","distractor","L","flower_control","Y",1035,6
"10409","112515_2",2,48,"bicycle_control","bicycle_foil","bicycle_control","implicature","unambiguous","distractor","target","R","bicycle_control","Y",1417,6
"10410","112515_2",2,51,"car_control","car_control","car_foil","implicature","unambiguous","target","distractor","R","car_foil","N",1076,6
"10411","112515_2",2,47,"dog_implic","dog_control","dog_implic","implicature","implicature","distractor","target","R","dog_implic","Y",1599,6
"10412","112515_2",2,3,"cat_neg","cat_pos","cat_neg","negation","negative","distractor","target","L","cat_pos","N",916.000000000001,6
"10413","112515_2",2,4,"bicycle_neg","bicycle_pos","bicycle_neg","negation","negative","distractor","target","L","bicycle_pos","N",875.000000000001,6
"10414","112515_2",2,54,"dog_implic","dog_control","dog_implic","implicature","implicature","distractor","target","R","dog_implic","Y",1399,6
"10415","112515_2",2,55,"teddybear_implic","teddybear_implic","teddybear_control","implicature","implicature","target","distractor","L","teddybear_implic","Y",1623,6
"10416","112515_2",2,79,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y",848,6
"10417","112515_2",2,66,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y",679,6
"10418","112515_2",2,81,"apple_inhib","apple_pos","apple_inhib","inhibition","inhib","distractor","target","L","apple_pos","N",651,6
"10419","112515_2",2,42,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y",1124,6
"10420","112515_2",2,43,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","L","bicycle_pos","Y",1307,6
"10421","112515_2",2,6,"cup_pos","cup_inhib","cup_pos","inhibition","control","distractor","target","R","cup_pos","Y",438,6
"10422","112515_2",2,43,"apple_neg","apple_neg","apple_pos","negation","negative","target","distractor","R","apple_pos","N",888.999999999998,6
"10423","112515_2",2,45,"cat_pos","cat_pos","cat_neg","negation","positive","target","distractor","L","cat_pos","Y",1103,6
"10424","112515_2",2,2,"flower_pos","flower_neg","flower_pos","negation","positive","distractor","target","R","flower_pos","Y",857,6
"10425","112515_2",2,74,"car_inhib","car_pos","car_inhib","inhibition","inhib","distractor","target","R","car_inhib","Y",954,6
"10426","112515_2",2,75,"apple_pos","apple_inhib","apple_pos","inhibition","control","distractor","target","R","apple_pos","Y",795,6
"10427","112515_2",2,47,"bicycle_pos","bicycle_neg","bicycle_pos","negation","positive","distractor","target","R","bicycle_pos","Y",1091,6
"10428","112515_2",2,48,"flower_neg","flower_neg","flower_pos","negation","negative","target","distractor","L","flower_neg","Y",1733,6
"10429","112515_2",2,49,"banana_neg","banana_neg","banana_pos","negation","negative","target","distractor","R","banana_pos","N",1045,6
"10430","112515_2",2,80,"apple_pos","apple_inhib","apple_pos","inhibition","control","distractor","target","R","apple_pos","Y",787,6
"10431","112515_2",2,52,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y",966,6
"10432","112515_2",2,72,"car_pos","car_inhib","car_pos","inhibition","control","distractor","target","R","car_pos","Y",672,6
"10433","112515_2",2,73,"car_pos","car_pos","car_inhib","inhibition","control","target","distractor","L","car_pos","Y",755,6
"10434","112515_2",2,47,"bicycle_inhib","bicycle_pos","bicycle_inhib","inhibition","inhib","distractor","target","R","bicycle_inhib","Y",2158,6
"10435","112515_2",2,71,"car_pos","car_pos","car_inhib","inhibition","control","target","distractor","L","car_pos","Y",1224,6
"10436","112515_2",2,76,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y",901,6
"10437","112515_2",2,77,"apple_pos","apple_inhib","apple_pos","inhibition","control","distractor","target","R","apple_pos","Y",665,6
"10438","112515_2",2,78,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y",535,6
"10439","112515_2",2,48,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y",1849,6
"10440","112515_2",2,50,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","R","banana_pos","Y",685,6
"10441","112515_2",2,5,"cup_pos","cup_inhib","cup_pos","inhibition","control","distractor","target","R","cup_pos","Y",527,6
"10442","112515_2",2,1,"cookie_neg","cookie_pos","cookie_neg","negation","negative","distractor","target","L","cookie_pos","N",1310,6
"10443","112515_2",2,51,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y",835,6
"10444","112515_2",2,44,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","L","bicycle_pos","Y",1752,6
"10445","112515_2",2,46,"cookie_pos","cookie_pos","cookie_neg","negation","positive","target","distractor","L","cookie_pos","Y",1044,6
"10446","112515_2",2,20,"car_control","car_control","car_foil","implicature","unambiguous","target","distractor","L","car_control","Y",1501,6
"10447","112515_2",2,46,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","L","bicycle_inhib","N",906,6
"10448","112515_2",2,24,"cookie_control","cookie_foil","cookie_control","implicature","unambiguous","distractor","target","R","cookie_control","Y",2237,6
"10449","112515_2",2,21,"lamp_implic","lamp_control","lamp_implic","implicature","implicature","distractor","target","R","lamp_implic","Y",1007,6
"10450","112515_2",2,22,"banana_control","banana_foil","banana_control","implicature","unambiguous","distractor","target","R","banana_control","Y",2430,6
"10451","112515_2",2,45,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","L","bicycle_pos","Y",1062,6
"10452","112515_2",2,49,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","R","banana_pos","Y",842,6
"10453","112515_2",2,23,"bird_implic","bird_control","bird_implic","implicature","implicature","distractor","target","R","bird_implic","Y",1554,6
"10454","112515_4",2,1,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y",1117,9
"10455","112515_4",2,41,"cup_neg","cup_neg","cup_pos","negation","negative","target","distractor","R","cup_pos","N",960.000000000001,9
"10456","112515_4",2,8,"bird_pos","bird_pos","bird_inhib","inhibition","control","target","distractor","L","bird_pos","Y",793,9
"10457","112515_4",2,42,"bird_pos","bird_pos","bird_neg","negation","positive","target","distractor","L","bird_pos","Y",768,9
"10458","112515_4",2,40,"teddybear_pos","teddybear_pos","teddybear_neg","negation","positive","target","distractor","L","teddybear_pos","Y",2523,9
"10459","112515_4",2,11,"bird_pos","bird_pos","bird_inhib","inhibition","control","target","distractor","L","bird_pos","Y",786,9
"10460","112515_4",2,12,"bird_inhib","bird_inhib","bird_pos","inhibition","inhib","target","distractor","R","bird_pos","N",601,9
"10461","112515_4",2,3,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y",465,9
"10462","112515_4",2,43,"apple_pos","apple_neg","apple_pos","negation","positive","distractor","target","R","apple_pos","Y",702,9
"10463","112515_4",2,7,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y",3379,9
"10464","112515_4",2,45,"cat_pos","cat_pos","cat_neg","negation","positive","target","distractor","L","cat_pos","Y",2816,9
"10465","112515_4",2,2,"flower_pos","flower_pos","flower_neg","negation","positive","target","distractor","L","flower_pos","Y",1516,9
"10466","112515_4",2,9,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y",578,9
"10467","112515_4",2,10,"bird_pos","bird_pos","bird_inhib","inhibition","control","target","distractor","L","bird_pos","Y",508,9
"10468","112515_4",2,4,"bicycle_neg","bicycle_neg","bicycle_pos","negation","negative","target","distractor","L","bicycle_neg","Y",1233,9
"10469","112515_4",2,36,"car_pos","car_neg","car_pos","negation","positive","distractor","target","L","car_neg","N",2961,9
"10470","112515_4",2,39,"cat_inhib","cat_inhib","cat_pos","inhibition","inhib","target","distractor","L","cat_inhib","Y",856,9
"10471","112515_4",2,2,"cup_pos","cup_inhib","cup_pos","inhibition","control","distractor","target","R","cup_pos","Y",762,9
"10472","112515_4",2,21,"car_neg","car_neg","car_pos","negation","negative","target","distractor","L","car_neg","Y",1244,9
"10473","112515_4",2,44,"lamp_neg","lamp_pos","lamp_neg","negation","negative","distractor","target","L","lamp_pos","N",732.999999999997,9
"10474","112515_4",2,46,"cookie_neg","cookie_neg","cookie_pos","negation","negative","target","distractor","L","cookie_neg","Y",1158,9
"10475","112515_4",2,50,"flower_pos","flower_pos","flower_neg","negation","positive","target","distractor","L","flower_pos","Y",1404,9
"10476","112515_4",2,4,"cup_pos","cup_inhib","cup_pos","inhibition","control","distractor","target","R","cup_pos","Y",485,9
"10477","112515_4",2,17,"bird_pos","bird_neg","bird_pos","negation","positive","distractor","target","R","bird_pos","Y",1048,9
"10478","112515_4",2,18,"bicycle_pos","bicycle_pos","bicycle_neg","negation","positive","target","distractor","L","bicycle_pos","Y",1018,9
"10479","112515_4",2,19,"cup_neg","cup_pos","cup_neg","negation","negative","distractor","target","L","cup_pos","N",1328,9
"10480","112515_4",2,20,"lamp_neg","lamp_pos","lamp_neg","negation","negative","distractor","target","R","lamp_neg","Y",12736,9
"10481","112515_4",2,52,"apple_pos","apple_pos","apple_neg","negation","positive","target","distractor","L","apple_pos","Y",1982,9
"10482","112515_4",2,53,"lamp_pos","lamp_pos","lamp_neg","negation","positive","target","distractor","L","lamp_pos","Y",1640,9
"10483","112515_4",2,54,"bicycle_pos","bicycle_neg","bicycle_pos","negation","positive","distractor","target","R","bicycle_pos","Y",1187,9
"10484","112515_4",2,40,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","L","bicycle_pos","Y",1626,9
"10485","112515_4",2,41,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","L","bicycle_pos","Y",771,9
"10486","112515_4",2,43,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y",697,9
"10487","112515_4",2,6,"cup_inhib","cup_inhib","cup_pos","inhibition","inhib","target","distractor","R","cup_pos","N",339,9
"10488","112515_4",2,60,"banana_implic","banana_control","banana_implic","implicature","implicature","distractor","target","R","banana_implic","Y",1571,9
"10489","112515_4",2,51,"bird_neg","bird_pos","bird_neg","negation","negative","distractor","target","R","bird_neg","Y",1095,9
"10490","112515_4",2,46,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","R","banana_pos","Y",1621,9
"10491","112515_4",2,47,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y",825,9
"10492","112515_4",2,48,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","R","banana_pos","Y",682,9
"10493","112515_4",2,49,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y",715,9
"10494","112515_4",2,66,"car_pos","car_inhib","car_pos","inhibition","control","distractor","target","R","car_pos","Y",539,9
"10495","112515_4",2,64,"dog_inhib","dog_pos","dog_inhib","inhibition","inhib","distractor","target","R","dog_inhib","Y",1105,9
"10496","112515_4",2,22,"cat_neg","cat_pos","cat_neg","negation","negative","distractor","target","R","cat_neg","Y",2239,9
"10497","112515_4",2,55,"cup_pos","cup_neg","cup_pos","negation","positive","distractor","target","R","cup_pos","Y",1633,9
"10498","112515_4",2,56,"car_pos","car_neg","car_pos","negation","positive","distractor","target","R","car_pos","Y",1004,9
"10499","112515_4",2,57,"cookie_neg","cookie_pos","cookie_neg","negation","negative","distractor","target","R","cookie_neg","Y",1389,9
"10500","112515_4",2,5,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y",416,9
"10501","112515_4",2,44,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y",750,9
"10502","112515_4",2,3,"cat_pos","cat_pos","cat_neg","negation","positive","target","distractor","L","cat_pos","Y",1878,9
"10503","112515_4",2,54,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y",506,9
"10504","112515_4",2,61,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y",792,9
"10505","112515_4",2,62,"dog_pos","dog_inhib","dog_pos","inhibition","control","distractor","target","R","dog_pos","Y",618,9
"10506","112515_4",2,63,"dog_pos","dog_inhib","dog_pos","inhibition","control","distractor","target","R","dog_pos","Y",686,9
"10507","112515_4",2,39,"dog_neg","dog_pos","dog_neg","negation","negative","distractor","target","L","dog_pos","N",1038,9
"10508","112515_4",2,37,"car_pos","car_neg","car_pos","negation","positive","distractor","target","R","car_pos","Y",1123,9
"10509","112515_4",2,38,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","R","cat_pos","Y",1118,9
"10510","112515_4",2,54,"dog_implic","dog_control","dog_implic","implicature","implicature","distractor","target","R","dog_implic","Y",1042,9
"10511","112515_4",2,55,"teddybear_implic","teddybear_implic","teddybear_control","implicature","implicature","target","distractor","L","teddybear_implic","Y",1272,9
"10512","112515_4",2,56,"cookie_control","cookie_foil","cookie_control","implicature","unambiguous","distractor","target","R","cookie_control","Y",1210,9
"10513","112515_4",2,58,"teddybear_pos","teddybear_pos","teddybear_neg","negation","positive","target","distractor","L","teddybear_pos","Y",955,9
"10514","112515_4",2,59,"cat_neg","cat_neg","cat_pos","negation","negative","target","distractor","L","cat_neg","Y",1810,9
"10515","112515_4",2,45,"bicycle_inhib","bicycle_pos","bicycle_inhib","inhibition","inhib","distractor","target","R","bicycle_inhib","Y",1320,9
"10516","112515_4",2,31,"cookie_neg","cookie_pos","cookie_neg","negation","negative","distractor","target","L","cookie_pos","N",1005,9
"10517","112515_4",2,10,"flower_control","flower_foil","flower_control","implicature","unambiguous","distractor","target","R","flower_control","Y",1796,9
"10518","112515_4",2,11,"car_control","car_control","car_foil","implicature","unambiguous","target","distractor","L","car_control","Y",872,9
"10519","112515_4",2,12,"lamp_control","lamp_foil","lamp_control","implicature","unambiguous","distractor","target","R","lamp_control","Y",1278,9
"10520","112515_4",2,13,"apple_implic","apple_control","apple_implic","implicature","implicature","distractor","target","R","apple_implic","Y",1890,9
"10521","112515_4",2,1,"cookie_neg","cookie_neg","cookie_pos","negation","negative","target","distractor","L","cookie_neg","Y",3942,9
"10522","112515_4",2,5,"lamp_neg","lamp_neg","lamp_pos","negation","negative","target","distractor","L","lamp_neg","Y",2385,9
"10523","112515_4",2,6,"bird_pos","bird_pos","bird_neg","negation","positive","target","distractor","L","bird_pos","Y",2488,9
"10524","112515_4",2,7,"banana_neg","banana_neg","banana_pos","negation","negative","target","distractor","L","banana_neg","Y",1857,9
"10525","112515_4",2,13,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y",1745,9
"10526","112515_4",2,57,"cat_implic","cat_implic","cat_control","implicature","implicature","target","distractor","L","cat_implic","Y",827,9
"10527","112515_4",2,42,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y",798,9
"10528","112515_4",2,60,"dog_pos","dog_pos","dog_neg","negation","positive","target","distractor","L","dog_pos","Y",1111,9
"10529","112515_4",2,59,"cup_implic","cup_control","cup_implic","implicature","implicature","distractor","target","R","cup_implic","Y",940,9
"10530","112515_4",2,19,"lamp_inhib","lamp_inhib","lamp_pos","inhibition","inhib","target","distractor","R","lamp_pos","N",605,9
"10531","112515_4",2,20,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y",2641,9
"10532","112515_4",2,21,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y",672,9
"10533","112515_4",2,22,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","L","cookie_pos","Y",856,9
"10534","112515_4",2,23,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","L","cookie_pos","Y",828,9
"10535","112515_4",2,18,"lamp_pos","lamp_pos","lamp_inhib","inhibition","control","target","distractor","L","lamp_pos","Y",807,9
"10536","112515_4",2,24,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","L","cookie_pos","Y",1115,9
"10537","112515_4",2,24,"teddybear_pos","teddybear_neg","teddybear_pos","negation","positive","distractor","target","R","teddybear_pos","Y",2116,9
"10538","112515_4",2,25,"lamp_pos","lamp_pos","lamp_neg","negation","positive","target","distractor","L","lamp_pos","Y",769,9
"10539","112515_4",2,14,"lamp_pos","lamp_pos","lamp_inhib","inhibition","control","target","distractor","L","lamp_pos","Y",769,9
"10540","112515_4",2,15,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y",684,9
"10541","112515_4",2,53,"bicycle_implic","bicycle_implic","bicycle_control","implicature","implicature","target","distractor","L","bicycle_implic","Y",960,9
"10542","112515_4",2,17,"lamp_pos","lamp_pos","lamp_inhib","inhibition","control","target","distractor","L","lamp_pos","Y",512,9
"10543","112515_4",2,28,"dog_neg","dog_pos","dog_neg","negation","negative","distractor","target","R","dog_neg","Y",1518,9
"10544","112515_4",2,32,"teddybear_pos","teddybear_neg","teddybear_pos","negation","positive","distractor","target","R","teddybear_pos","Y",1184,9
"10545","112515_4",2,33,"bird_neg","bird_pos","bird_neg","negation","negative","distractor","target","L","bird_pos","N",896,9
"10546","112515_4",2,34,"cat_pos","cat_neg","cat_pos","negation","positive","distractor","target","R","cat_pos","Y",993,9
"10547","112515_4",2,35,"banana_neg","banana_pos","banana_neg","negation","negative","distractor","target","L","banana_pos","N",978.000000000001,9
