"","subid","list","game.order","trial.num","word","leftpic","rightpic","game","trial.type","leftpic.type","rightpic.type","side.chosen","pic.chosen","response","date","timestamp","rt","age","agegroup","gender"
"2705","073015-15",1,5,33,"dog_neg","dog_pos","dog_neg","negation","negative","distractor","target","L","dog_pos","N","7/30/2015","14:23",1680,4.62,4,"M"
"2706","073015-15",1,5,34,"bicycle_neg","bicycle_neg","bicycle_pos","negation","negative","target","distractor","R","bicycle_pos","N","7/30/2015","14:23",1163,4.62,4,"M"
"2707","073015-15",1,5,35,"flower_pos","flower_neg","flower_pos","negation","positive","distractor","target","R","flower_pos","Y","7/30/2015","14:23",1927,4.62,4,"M"
"2708","073015-15",1,5,36,"lamp_neg","lamp_pos","lamp_neg","negation","negative","distractor","target","R","lamp_neg","Y","7/30/2015","14:23",1413,4.62,4,"M"
"2709","073015-15",1,5,37,"teddybear_pos","teddybear_neg","teddybear_pos","negation","positive","distractor","target","R","teddybear_pos","Y","7/30/2015","14:23",1264,4.62,4,"M"
"2710","073015-15",1,5,38,"flower_pos","flower_pos","flower_neg","negation","positive","target","distractor","L","flower_pos","Y","7/30/2015","14:23",1641,4.62,4,"M"
"2711","073015-15",1,5,39,"cat_pos","cat_neg","cat_pos","negation","positive","distractor","target","R","cat_pos","Y","7/30/2015","14:23",1246,4.62,4,"M"
"2712","073015-15",1,5,40,"car_pos","car_neg","car_pos","negation","positive","distractor","target","R","car_pos","Y","7/30/2015","14:23",1157,4.62,4,"M"
"2713","073015-15",1,5,41,"lamp_neg","lamp_pos","lamp_neg","negation","negative","distractor","target","R","lamp_neg","Y","7/30/2015","14:23",1781,4.62,4,"M"
"2714","073015-15",1,5,42,"cup_pos","cup_neg","cup_pos","negation","positive","distractor","target","R","cup_pos","Y","7/30/2015","14:23",1767,4.62,4,"M"
"2715","073015-15",1,5,43,"bicycle_neg","bicycle_neg","bicycle_pos","negation","negative","target","distractor","R","bicycle_pos","N","7/30/2015","14:23",985.000000000001,4.62,4,"M"
"2716","073015-15",1,5,44,"bird_neg","bird_neg","bird_pos","negation","negative","target","distractor","R","bird_pos","N","7/30/2015","14:23",572,4.62,4,"M"
"2717","073015-15",1,5,45,"dog_pos","dog_neg","dog_pos","negation","positive","distractor","target","R","dog_pos","Y","7/30/2015","14:23",810,4.62,4,"M"
"2718","073015-15",1,5,46,"banana_pos","banana_pos","banana_neg","negation","positive","target","distractor","L","banana_pos","Y","7/30/2015","14:23",1319,4.62,4,"M"
"2719","073015-15",1,5,47,"cookie_pos","cookie_neg","cookie_pos","negation","positive","distractor","target","R","cookie_pos","Y","7/30/2015","14:23",1683,4.62,4,"M"
"2720","073015-15",1,5,48,"apple_pos","apple_pos","apple_neg","negation","positive","target","distractor","L","apple_pos","Y","7/30/2015","14:23",1253,4.62,4,"M"
"2721","073015-15",1,5,49,"cup_neg","cup_pos","cup_neg","negation","negative","distractor","target","R","cup_neg","Y","7/30/2015","14:23",1289,4.62,4,"M"
"2722","073015-15",1,5,50,"teddybear_pos","teddybear_neg","teddybear_pos","negation","positive","distractor","target","R","teddybear_pos","Y","7/30/2015","14:23",1079,4.62,4,"M"
"2723","073015-15",1,5,51,"car_neg","car_neg","car_pos","negation","negative","target","distractor","L","car_neg","Y","7/30/2015","14:23",1202,4.62,4,"M"
"2724","073015-15",1,5,52,"apple_neg","apple_pos","apple_neg","negation","negative","distractor","target","R","apple_neg","Y","7/30/2015","14:23",2130,4.62,4,"M"
"2725","073015-15",1,5,53,"dog_pos","dog_neg","dog_pos","negation","positive","distractor","target","R","dog_pos","Y","7/30/2015","14:23",1757,4.62,4,"M"
"2726","073015-15",1,5,54,"banana_pos","banana_neg","banana_pos","negation","positive","distractor","target","R","banana_pos","Y","7/30/2015","14:23",1590,4.62,4,"M"
"2727","073015-15",1,5,55,"bird_pos","bird_pos","bird_neg","negation","positive","target","distractor","L","bird_pos","Y","7/30/2015","14:23",1582,4.62,4,"M"
"2728","073015-15",1,5,56,"lamp_pos","lamp_pos","lamp_neg","negation","positive","target","distractor","L","lamp_pos","Y","7/30/2015","14:23",1128,4.62,4,"M"
"2729","073015-15",1,5,57,"bicycle_neg","bicycle_pos","bicycle_neg","negation","negative","distractor","target","R","bicycle_neg","Y","7/30/2015","14:23",1104,4.62,4,"M"
"2730","073015-15",1,5,58,"cat_neg","cat_neg","cat_pos","negation","negative","target","distractor","L","cat_neg","Y","7/30/2015","14:23",1383,4.62,4,"M"
"2731","073015-15",1,5,59,"flower_pos","flower_neg","flower_pos","negation","positive","distractor","target","R","flower_pos","Y","7/30/2015","14:23",1277,4.62,4,"M"
"2732","073015-15",1,5,60,"cookie_pos","cookie_pos","cookie_neg","negation","positive","target","distractor","L","cookie_pos","Y","7/30/2015","14:23",2603,4.62,4,"M"
"2733","073015-15",1,5,1,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y","7/30/2015","14:23",1432,4.62,4,"M"
"2734","073015-15",1,5,2,"apple_pos","apple_inhib","apple_pos","inhibition","control","distractor","target","R","apple_pos","Y","7/30/2015","14:23",1051,4.62,4,"M"
"2735","073015-15",1,5,3,"apple_pos","apple_inhib","apple_pos","inhibition","control","distractor","target","R","apple_pos","Y","7/30/2015","14:23",777,4.62,4,"M"
"2736","073015-15",1,5,4,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y","7/30/2015","14:23",795,4.62,4,"M"
"2737","073015-15",1,5,5,"apple_pos","apple_inhib","apple_pos","inhibition","control","distractor","target","R","apple_pos","Y","7/30/2015","14:23",653,4.62,4,"M"
"2738","073015-15",1,5,6,"apple_inhib","apple_pos","apple_inhib","inhibition","inhib","distractor","target","R","apple_inhib","Y","7/30/2015","14:23",1135,4.62,4,"M"
"2739","073015-15",1,5,7,"car_pos","car_inhib","car_pos","inhibition","control","distractor","target","R","car_pos","Y","7/30/2015","14:23",937,4.62,4,"M"
"2740","073015-15",1,5,8,"car_pos","car_inhib","car_pos","inhibition","control","distractor","target","R","car_pos","Y","7/30/2015","14:23",1009,4.62,4,"M"
"2741","073015-15",1,5,9,"car_pos","car_pos","car_inhib","inhibition","control","target","distractor","L","car_pos","Y","7/30/2015","14:23",1020,4.62,4,"M"
"2742","073015-15",1,5,10,"car_pos","car_inhib","car_pos","inhibition","control","distractor","target","R","car_pos","Y","7/30/2015","14:23",982,4.62,4,"M"
"2743","073015-15",1,5,11,"car_pos","car_pos","car_inhib","inhibition","control","target","distractor","L","car_pos","Y","7/30/2015","14:23",847,4.62,4,"M"
"2744","073015-15",1,5,12,"car_pos","car_pos","car_inhib","inhibition","control","target","distractor","L","car_pos","Y","7/30/2015","14:23",797,4.62,4,"M"
"2745","073015-15",1,5,13,"car_inhib","car_inhib","car_pos","inhibition","inhib","target","distractor","L","car_inhib","Y","7/30/2015","14:23",1102,4.62,4,"M"
"2746","073015-15",1,5,14,"dog_pos","dog_inhib","dog_pos","inhibition","control","distractor","target","R","dog_pos","Y","7/30/2015","14:23",1110,4.62,4,"M"
"2747","073015-15",1,5,15,"dog_pos","dog_inhib","dog_pos","inhibition","control","distractor","target","R","dog_pos","Y","7/30/2015","14:23",682,4.62,4,"M"
"2748","073015-15",1,5,16,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y","7/30/2015","14:23",872,4.62,4,"M"
"2749","073015-15",1,5,17,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y","7/30/2015","14:23",999,4.62,4,"M"
"2750","073015-15",1,5,18,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y","7/30/2015","14:23",885,4.62,4,"M"
"2751","073015-15",1,5,19,"dog_inhib","dog_pos","dog_inhib","inhibition","inhib","distractor","target","R","dog_inhib","Y","7/30/2015","14:23",922,4.62,4,"M"
"2752","073015-15",1,5,20,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","R","teddybear_pos","Y","7/30/2015","14:23",1168,4.62,4,"M"
"2753","073015-15",1,5,20,"lamp_implic","lamp_control","lamp_implic","implicature","implicature","distractor","target","R","lamp_implic","Y","7/30/2015","14:23",1609,4.62,4,"M"
"2754","073015-15",1,5,21,"banana_control","banana_control","banana_foil","implicature","unambiguous","target","distractor","L","banana_control","Y","7/30/2015","14:23",1125,4.62,4,"M"
"2755","073015-15",1,5,22,"car_implic","car_control","car_implic","implicature","implicature","distractor","target","R","car_implic","Y","7/30/2015","14:23",1694,4.62,4,"M"
"2756","073015-15",1,5,23,"cup_control","cup_control","cup_foil","implicature","unambiguous","target","distractor","L","cup_control","Y","7/30/2015","14:23",1697,4.62,4,"M"
"2757","073015-15",1,5,25,"teddybear_inhib","teddybear_pos","teddybear_inhib","inhibition","inhib","distractor","target","R","teddybear_inhib","Y","7/30/2015","14:23",1458,4.62,4,"M"
"2758","073015-15",1,5,26,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","7/30/2015","14:23",1124,4.62,4,"M"
"2759","073015-15",1,5,27,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","7/30/2015","14:23",1270,4.62,4,"M"
"2760","073015-15",1,5,28,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","7/30/2015","14:23",734,4.62,4,"M"
"2761","073015-15",1,5,29,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","R","banana_pos","Y","7/30/2015","14:23",778,4.62,4,"M"
"2762","073015-15",1,5,30,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","7/30/2015","14:23",681,4.62,4,"M"
"2763","073015-15",1,5,31,"banana_inhib","banana_inhib","banana_pos","inhibition","inhib","target","distractor","R","banana_pos","N","7/30/2015","14:23",493,4.62,4,"M"
"2764","073015-15",1,5,32,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y","7/30/2015","14:23",1412,4.62,4,"M"
"2765","073015-15",1,5,33,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","L","bicycle_pos","Y","7/30/2015","14:23",1337,4.62,4,"M"
"2766","073015-15",1,5,34,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","L","bicycle_pos","Y","7/30/2015","14:23",2941,4.62,4,"M"
"2767","073015-15",1,5,35,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","L","bicycle_pos","Y","7/30/2015","14:23",891,4.62,4,"M"
"2768","073015-15",1,5,36,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","L","bicycle_pos","Y","7/30/2015","14:23",581,4.62,4,"M"
"2769","073015-15",1,5,37,"bicycle_inhib","bicycle_inhib","bicycle_pos","inhibition","inhib","target","distractor","L","bicycle_inhib","Y","7/30/2015","14:23",1394,4.62,4,"M"
"2770","073015-15",1,5,38,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","R","cat_pos","Y","7/30/2015","14:23",1344,4.62,4,"M"
"2771","073015-15",1,5,39,"cat_pos","cat_pos","cat_inhib","inhibition","control","target","distractor","L","cat_pos","Y","7/30/2015","14:23",1119,4.62,4,"M"
"2772","073015-15",1,5,40,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","R","cat_pos","Y","7/30/2015","14:23",860,4.62,4,"M"
"2773","073015-15",1,5,41,"cat_pos","cat_pos","cat_inhib","inhibition","control","target","distractor","L","cat_pos","Y","7/30/2015","14:23",736,4.62,4,"M"
"2774","073015-15",1,5,42,"cat_pos","cat_pos","cat_inhib","inhibition","control","target","distractor","L","cat_pos","Y","7/30/2015","14:23",1105,4.62,4,"M"
"2775","073015-15",1,5,43,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","L","cat_inhib","N","7/30/2015","14:23",638,4.62,4,"M"
"2776","073015-15",1,5,44,"cat_inhib","cat_pos","cat_inhib","inhibition","inhib","distractor","target","R","cat_inhib","Y","7/30/2015","14:23",1158,4.62,4,"M"
"2777","073015-15",1,5,45,"flower_pos","flower_pos","flower_inhib","inhibition","control","target","distractor","L","flower_pos","Y","7/30/2015","14:23",1289,4.62,4,"M"
"2778","073015-15",1,5,46,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","L","flower_inhib","N","7/30/2015","14:23",1374,4.62,4,"M"
"2779","073015-15",1,5,47,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y","7/30/2015","14:23",924,4.62,4,"M"
"2780","073015-15",1,5,48,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y","7/30/2015","14:23",762,4.62,4,"M"
"2781","073015-15",1,5,49,"flower_pos","flower_pos","flower_inhib","inhibition","control","target","distractor","L","flower_pos","Y","7/30/2015","14:23",910,4.62,4,"M"
"2782","073015-15",1,5,50,"flower_pos","flower_pos","flower_inhib","inhibition","control","target","distractor","L","flower_pos","Y","7/30/2015","14:23",729,4.62,4,"M"
"2783","073015-15",1,5,51,"flower_inhib","flower_inhib","flower_pos","inhibition","inhib","target","distractor","L","flower_inhib","Y","7/30/2015","14:23",1058,4.62,4,"M"
"2784","073015-15",1,5,52,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","L","cookie_pos","Y","7/30/2015","14:23",1477,4.62,4,"M"
"2785","073015-15",1,5,53,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","L","cookie_pos","Y","7/30/2015","14:23",972,4.62,4,"M"
"2786","073015-15",1,5,54,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","7/30/2015","14:23",883,4.62,4,"M"
"2787","073015-15",1,5,55,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","7/30/2015","14:23",623,4.62,4,"M"
"2788","073015-15",1,5,56,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","L","cookie_pos","Y","7/30/2015","14:23",854,4.62,4,"M"
"2789","073015-15",1,5,57,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","L","cookie_pos","Y","7/30/2015","14:23",723,4.62,4,"M"
"2790","073015-15",1,5,58,"cookie_inhib","cookie_inhib","cookie_pos","inhibition","inhib","target","distractor","L","cookie_inhib","Y","7/30/2015","14:23",1017,4.62,4,"M"
"2791","073015-15",1,5,59,"lamp_pos","lamp_pos","lamp_inhib","inhibition","control","target","distractor","L","lamp_pos","Y","7/30/2015","14:23",867,4.62,4,"M"
"2792","073015-15",1,5,60,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","7/30/2015","14:23",992,4.62,4,"M"
"2793","073015-15",1,5,61,"lamp_pos","lamp_pos","lamp_inhib","inhibition","control","target","distractor","L","lamp_pos","Y","7/30/2015","14:23",830,4.62,4,"M"
"2794","073015-15",1,5,62,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","7/30/2015","14:23",770,4.62,4,"M"
"2795","073015-15",1,5,63,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","7/30/2015","14:23",1187,4.62,4,"M"
"2796","073015-15",1,5,64,"lamp_pos","lamp_pos","lamp_inhib","inhibition","control","target","distractor","L","lamp_pos","Y","7/30/2015","14:23",845,4.62,4,"M"
"2797","073015-15",1,5,65,"lamp_inhib","lamp_pos","lamp_inhib","inhibition","inhib","distractor","target","R","lamp_inhib","Y","7/30/2015","14:23",1628,4.62,4,"M"
"2798","073015-15",1,5,66,"bird_pos","bird_pos","bird_inhib","inhibition","control","target","distractor","L","bird_pos","Y","7/30/2015","14:23",1875,4.62,4,"M"
"2799","073015-15",1,5,67,"bird_pos","bird_pos","bird_inhib","inhibition","control","target","distractor","L","bird_pos","Y","7/30/2015","14:23",2216,4.62,4,"M"
"2800","073015-15",1,5,68,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y","7/30/2015","14:23",1218,4.62,4,"M"
"2801","073015-15",1,5,69,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y","7/30/2015","14:23",802,4.62,4,"M"
"2802","073015-15",1,5,70,"bird_pos","bird_pos","bird_inhib","inhibition","control","target","distractor","L","bird_pos","Y","7/30/2015","14:23",965,4.62,4,"M"
"2803","073015-15",1,5,71,"bird_inhib","bird_pos","bird_inhib","inhibition","inhib","distractor","target","R","bird_inhib","Y","7/30/2015","14:23",955,4.62,4,"M"
"2804","073015-15",1,5,72,"cup_pos","cup_inhib","cup_pos","inhibition","control","distractor","target","R","cup_pos","Y","7/30/2015","14:23",1301,4.62,4,"M"
"2805","073015-15",1,5,73,"cup_pos","cup_inhib","cup_pos","inhibition","control","distractor","target","R","cup_pos","Y","7/30/2015","14:23",779,4.62,4,"M"
"2806","073015-15",1,5,74,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y","7/30/2015","14:23",954,4.62,4,"M"
"2807","073015-15",1,5,75,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y","7/30/2015","14:23",2223,4.62,4,"M"
"2808","073015-15",1,5,76,"cup_pos","cup_inhib","cup_pos","inhibition","control","distractor","target","R","cup_pos","Y","7/30/2015","14:23",936,4.62,4,"M"
"2809","073015-15",1,5,77,"cup_inhib","cup_pos","cup_inhib","inhibition","inhib","distractor","target","R","cup_inhib","Y","7/30/2015","14:23",1468,4.62,4,"M"
"2810","073015-15",1,5,23,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","R","teddybear_pos","Y","7/30/2015","14:23",964,4.62,4,"M"
"2811","073015-15",1,5,24,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y","7/30/2015","14:23",790,4.62,4,"M"
"2812","073015-15",1,5,21,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y","7/30/2015","14:23",1011,4.62,4,"M"
"2813","073015-15",1,5,22,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","R","teddybear_pos","Y","7/30/2015","14:23",813,4.62,4,"M"
"2814","073015-16",2,4,3,"cup_control","cup_foil","cup_control","implicature","unambiguous","distractor","target","R","cup_control","Y","7/30/2015","15:18",1672,4.76,4,"F"
"2815","073015-16",2,4,6,"apple_control","apple_foil","apple_control","implicature","unambiguous","distractor","target","R","apple_control","Y","7/30/2015","15:18",1059,4.76,4,"F"
"2816","073015-16",2,4,7,"dog_control","dog_foil","dog_control","implicature","unambiguous","distractor","target","R","dog_control","Y","7/30/2015","15:18",1208,4.76,4,"F"
"2817","073015-16",2,4,4,"teddybear_implic","teddybear_implic","teddybear_control","implicature","implicature","target","distractor","L","teddybear_implic","Y","7/30/2015","15:18",1210,4.76,4,"F"
"2818","073015-16",2,4,5,"bird_implic","bird_control","bird_implic","implicature","implicature","distractor","target","L","bird_control","N","7/30/2015","15:18",1010,4.76,4,"F"
"2819","073015-16",2,4,9,"banana_control","banana_control","banana_foil","implicature","unambiguous","target","distractor","L","banana_control","Y","7/30/2015","15:18",1030,4.76,4,"F"
"2820","073015-16",2,4,11,"car_control","car_foil","car_control","implicature","unambiguous","distractor","target","R","car_control","Y","7/30/2015","15:18",1328,4.76,4,"F"
"2821","073015-16",2,4,8,"cookie_implic","cookie_implic","cookie_control","implicature","implicature","target","distractor","R","cookie_control","N","7/30/2015","15:18",982,4.76,4,"F"
"2822","073015-16",2,4,10,"flower_implic","flower_implic","flower_control","implicature","implicature","target","distractor","L","flower_implic","Y","7/30/2015","15:18",858,4.76,4,"F"
"2823","073015-16",2,4,1,"cat_implic","cat_control","cat_implic","implicature","implicature","distractor","target","L","cat_control","N","7/30/2015","15:18",3091,4.76,4,"F"
"2824","073015-16",2,4,2,"bicycle_control","bicycle_control","bicycle_foil","implicature","unambiguous","target","distractor","L","bicycle_control","Y","7/30/2015","15:18",1837,4.76,4,"F"
"2825","073015-16",2,4,16,"teddybear_implic","teddybear_control","teddybear_implic","implicature","implicature","distractor","target","L","teddybear_control","N","7/30/2015","15:18",914,4.76,4,"F"
"2826","073015-16",2,4,17,"bicycle_control","bicycle_foil","bicycle_control","implicature","unambiguous","distractor","target","L","bicycle_foil","N","7/30/2015","15:18",845,4.76,4,"F"
"2827","073015-16",2,4,18,"flower_implic","flower_control","flower_implic","implicature","implicature","distractor","target","R","flower_implic","Y","7/30/2015","15:18",1166,4.76,4,"F"
"2828","073015-16",2,4,19,"cat_control","cat_control","cat_foil","implicature","unambiguous","target","distractor","L","cat_control","Y","7/30/2015","15:18",1741,4.76,4,"F"
"2829","073015-16",2,4,20,"car_implic","car_implic","car_control","implicature","implicature","target","distractor","L","car_implic","Y","7/30/2015","15:18",865,4.76,4,"F"
"2830","073015-16",2,4,21,"lamp_control","lamp_foil","lamp_control","implicature","unambiguous","distractor","target","R","lamp_control","Y","7/30/2015","15:18",1359,4.76,4,"F"
"2831","073015-16",2,4,22,"banana_control","banana_foil","banana_control","implicature","unambiguous","distractor","target","R","banana_control","Y","7/30/2015","15:18",1116,4.76,4,"F"
"2832","073015-16",2,4,23,"bird_control","bird_foil","bird_control","implicature","unambiguous","distractor","target","L","bird_foil","N","7/30/2015","15:18",764,4.76,4,"F"
"2833","073015-16",2,4,24,"cookie_control","cookie_control","cookie_foil","implicature","unambiguous","target","distractor","L","cookie_control","Y","7/30/2015","15:18",1242,4.76,4,"F"
"2834","073015-16",2,4,12,"lamp_control","lamp_control","lamp_foil","implicature","unambiguous","target","distractor","L","lamp_control","Y","7/30/2015","15:18",1909,4.76,4,"F"
"2835","073015-16",2,4,13,"apple_implic","apple_control","apple_implic","implicature","implicature","distractor","target","L","apple_control","N","7/30/2015","15:18",931,4.76,4,"F"
"2836","073015-16",2,4,14,"dog_implic","dog_implic","dog_control","implicature","implicature","target","distractor","L","dog_implic","Y","7/30/2015","15:18",781,4.76,4,"F"
"2837","073015-16",2,4,15,"cup_implic","cup_control","cup_implic","implicature","implicature","distractor","target","L","cup_control","N","7/30/2015","15:18",1021,4.76,4,"F"
"2838","073015-16",2,4,29,"cup_control","cup_control","cup_foil","implicature","unambiguous","target","distractor","L","cup_control","Y","7/30/2015","15:18",861,4.76,4,"F"
"2839","073015-16",2,4,30,"bicycle_implic","bicycle_implic","bicycle_control","implicature","implicature","target","distractor","L","bicycle_implic","Y","7/30/2015","15:18",1027,4.76,4,"F"
"2840","073015-16",2,4,31,"teddybear_implic","teddybear_implic","teddybear_control","implicature","implicature","target","distractor","L","teddybear_implic","Y","7/30/2015","15:18",948,4.76,4,"F"
"2841","073015-16",2,4,32,"flower_control","flower_foil","flower_control","implicature","unambiguous","distractor","target","R","flower_control","Y","7/30/2015","15:18",762,4.76,4,"F"
"2842","073015-16",2,4,33,"cat_control","cat_foil","cat_control","implicature","unambiguous","distractor","target","R","cat_control","Y","7/30/2015","15:18",929,4.76,4,"F"
"2843","073015-16",2,4,34,"apple_control","apple_foil","apple_control","implicature","unambiguous","distractor","target","R","apple_control","Y","7/30/2015","15:18",797,4.76,4,"F"
"2844","073015-16",2,4,35,"banana_implic","banana_control","banana_implic","implicature","implicature","distractor","target","L","banana_control","N","7/30/2015","15:18",829,4.76,4,"F"
"2845","073015-16",2,4,36,"bird_implic","bird_control","bird_implic","implicature","implicature","distractor","target","L","bird_control","N","7/30/2015","15:18",985,4.76,4,"F"
"2846","073015-16",2,4,37,"teddybear_control","teddybear_control","teddybear_foil","implicature","unambiguous","target","distractor","L","teddybear_control","Y","7/30/2015","15:18",820,4.76,4,"F"
"2847","073015-16",2,4,38,"cup_implic","cup_implic","cup_control","implicature","implicature","target","distractor","L","cup_implic","Y","7/30/2015","15:18",787,4.76,4,"F"
"2848","073015-16",2,4,39,"car_implic","car_implic","car_control","implicature","implicature","target","distractor","L","car_implic","Y","7/30/2015","15:18",755,4.76,4,"F"
"2849","073015-16",2,4,40,"banana_implic","banana_control","banana_implic","implicature","implicature","distractor","target","R","banana_implic","Y","7/30/2015","15:18",817,4.76,4,"F"
"2850","073015-16",2,4,41,"lamp_implic","lamp_control","lamp_implic","implicature","implicature","distractor","target","R","lamp_implic","Y","7/30/2015","15:18",856,4.76,4,"F"
"2851","073015-16",2,4,42,"apple_implic","apple_implic","apple_control","implicature","implicature","target","distractor","R","apple_control","N","7/30/2015","15:18",817,4.76,4,"F"
"2852","073015-16",2,4,43,"cookie_implic","cookie_implic","cookie_control","implicature","implicature","target","distractor","L","cookie_implic","Y","7/30/2015","15:18",764,4.76,4,"F"
"2853","073015-16",2,4,44,"cat_control","cat_foil","cat_control","implicature","unambiguous","distractor","target","R","cat_control","Y","7/30/2015","15:18",719,4.76,4,"F"
"2854","073015-16",2,4,45,"bird_implic","bird_control","bird_implic","implicature","implicature","distractor","target","R","bird_implic","Y","7/30/2015","15:18",757,4.76,4,"F"
"2855","073015-16",2,4,46,"flower_control","flower_control","flower_foil","implicature","unambiguous","target","distractor","L","flower_control","Y","7/30/2015","15:18",1228,4.76,4,"F"
"2856","073015-16",2,4,47,"dog_implic","dog_control","dog_implic","implicature","implicature","distractor","target","L","dog_control","N","7/30/2015","15:18",705,4.76,4,"F"
"2857","073015-16",2,4,48,"bicycle_control","bicycle_control","bicycle_foil","implicature","unambiguous","target","distractor","L","bicycle_control","Y","7/30/2015","15:18",678,4.76,4,"F"
"2858","073015-16",2,4,49,"bird_control","bird_foil","bird_control","implicature","unambiguous","distractor","target","L","bird_foil","N","7/30/2015","15:18",677,4.76,4,"F"
"2859","073015-16",2,4,50,"flower_control","flower_foil","flower_control","implicature","unambiguous","distractor","target","R","flower_control","Y","7/30/2015","15:18",813,4.76,4,"F"
"2860","073015-16",2,4,51,"car_control","car_control","car_foil","implicature","unambiguous","target","distractor","L","car_control","Y","7/30/2015","15:18",802,4.76,4,"F"
"2861","073015-16",2,4,52,"lamp_control","lamp_foil","lamp_control","implicature","unambiguous","distractor","target","R","lamp_control","Y","7/30/2015","15:18",825,4.76,4,"F"
"2862","073015-16",2,4,53,"bicycle_control","bicycle_control","bicycle_foil","implicature","unambiguous","target","distractor","L","bicycle_control","Y","7/30/2015","15:18",1841,4.76,4,"F"
"2863","073015-16",2,4,54,"dog_implic","dog_implic","dog_control","implicature","implicature","target","distractor","L","dog_implic","Y","7/30/2015","15:18",677,4.76,4,"F"
"2864","073015-16",2,4,55,"teddybear_implic","teddybear_implic","teddybear_control","implicature","implicature","target","distractor","R","teddybear_control","N","7/30/2015","15:18",1448,4.76,4,"F"
"2865","073015-16",2,4,56,"cookie_implic","cookie_implic","cookie_control","implicature","implicature","target","distractor","R","cookie_control","N","7/30/2015","15:18",813,4.76,4,"F"
"2866","073015-16",2,4,57,"cat_control","cat_control","cat_foil","implicature","unambiguous","target","distractor","R","cat_foil","N","7/30/2015","15:18",763,4.76,4,"F"
"2867","073015-16",2,4,58,"apple_implic","apple_implic","apple_control","implicature","implicature","target","distractor","L","apple_implic","Y","7/30/2015","15:18",689,4.76,4,"F"
"2868","073015-16",2,4,59,"cup_implic","cup_control","cup_implic","implicature","implicature","distractor","target","R","cup_implic","Y","7/30/2015","15:18",742,4.76,4,"F"
"2869","073015-16",2,4,60,"banana_implic","banana_implic","banana_control","implicature","implicature","target","distractor","R","banana_control","N","7/30/2015","15:18",1063,4.76,4,"F"
"2870","073015-16",2,4,1,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y","7/30/2015","15:18",1250,4.76,4,"F"
