X1,subid,list,game.order,trial.num,word,leftpic,rightpic,game,trial.type,leftpic.type,rightpic.type,side.chosen,pic.chosen,response,date,timestamp,rt,response_numeric
10046,25,1,2,138,dog_pos,dog_pos,dog_inhib,inhibition,control,target,distractor,L,dog_pos,Y,7/24/2015,11:04:00,0.685,1
10047,25,1,2,139,dog_pos,dog_pos,dog_inhib,inhibition,control,target,distractor,L,dog_pos,Y,7/24/2015,11:04:00,0.95,1
10048,25,1,2,140,dog_pos,dog_inhib,dog_pos,inhibition,control,distractor,target,R,dog_pos,Y,7/24/2015,11:04:00,0.652,1
10049,25,1,2,141,dog_inhib,dog_inhib,dog_pos,inhibition,inhib,target,distractor,L,dog_inhib,Y,7/24/2015,11:04:00,0.661,1
10050,25,1,2,142,bird_pos,bird_inhib,bird_pos,inhibition,control,distractor,target,R,bird_pos,Y,7/24/2015,11:04:00,0.665,1
10051,25,1,2,143,bird_pos,bird_inhib,bird_pos,inhibition,control,distractor,target,R,bird_pos,Y,7/24/2015,11:04:00,0.717,1
10052,25,1,2,146,bird_pos,bird_inhib,bird_pos,inhibition,control,distractor,target,R,bird_pos,Y,7/24/2015,11:04:00,0.678,1
10053,25,1,2,145,bird_pos,bird_pos,bird_inhib,inhibition,control,target,distractor,L,bird_pos,Y,7/24/2015,11:04:00,0.777,1
10054,25,1,2,144,bird_pos,bird_pos,bird_inhib,inhibition,control,target,distractor,L,bird_pos,Y,7/24/2015,11:04:00,0.753,1
10055,25,1,2,147,bird_pos,bird_pos,bird_inhib,inhibition,control,target,distractor,L,bird_pos,Y,7/24/2015,11:04:00,0.739,1
10056,25,1,2,148,bird_inhib,bird_pos,bird_inhib,inhibition,inhib,distractor,target,R,bird_inhib,Y,7/24/2015,11:04:00,0.685,1
10057,25,1,2,149,car_pos,car_pos,car_inhib,inhibition,control,target,distractor,L,car_pos,Y,7/24/2015,11:04:00,0.733,1
10058,25,1,2,150,car_pos,car_pos,car_inhib,inhibition,control,target,distractor,L,car_pos,Y,7/24/2015,11:04:00,0.638,1
10059,25,1,2,151,car_pos,car_inhib,car_pos,inhibition,control,distractor,target,R,car_pos,Y,7/24/2015,11:04:00,0.681,1
10060,25,1,2,152,car_pos,car_pos,car_inhib,inhibition,control,target,distractor,L,car_pos,Y,7/24/2015,11:04:00,0.662,1
10061,25,1,2,153,car_pos,car_inhib,car_pos,inhibition,control,distractor,target,R,car_pos,Y,7/24/2015,11:04:00,0.684,1
10062,25,1,2,154,car_pos,car_inhib,car_pos,inhibition,control,distractor,target,R,car_pos,Y,7/24/2015,11:04:00,1.047,1
10063,25,1,2,155,car_inhib,car_inhib,car_pos,inhibition,inhib,target,distractor,L,car_inhib,Y,7/24/2015,11:04:00,0.755,1
10064,25,1,2,1,banana_implic,banana_control,banana_implic,implicature,implicature,distractor,target,R,banana_implic,Y,7/24/2015,11:04:00,1.366,1
10065,25,1,2,2,cup_control,cup_foil,cup_control,implicature,unambiguous,distractor,target,L,cup_foil,N,7/24/2015,11:04:00,0.769,0
10066,25,1,2,3,apple_control,apple_control,apple_foil,implicature,unambiguous,target,distractor,L,apple_control,Y,7/24/2015,11:04:00,1.021,1
10067,25,1,2,4,cat_control,cat_control,cat_foil,implicature,unambiguous,target,distractor,L,cat_control,Y,7/24/2015,11:04:00,0.834,1
10068,25,1,2,5,cookie_implic,cookie_control,cookie_implic,implicature,implicature,distractor,target,R,cookie_implic,Y,7/24/2015,11:04:00,1.065,1
10069,25,1,2,6,teddybear_implic,teddybear_control,teddybear_implic,implicature,implicature,distractor,target,R,teddybear_implic,Y,7/24/2015,11:04:00,0.884,1
10070,25,1,2,7,dog_control,dog_foil,dog_control,implicature,unambiguous,distractor,target,R,dog_control,Y,7/24/2015,11:04:00,0.91,1
10071,25,1,2,8,bicycle_control,bicycle_foil,bicycle_control,implicature,unambiguous,distractor,target,R,bicycle_control,Y,7/24/2015,11:04:00,0.809,1
10072,25,1,2,9,lamp_control,lamp_control,lamp_foil,implicature,unambiguous,target,distractor,L,lamp_control,Y,7/24/2015,11:04:00,0.797,1
10073,25,1,2,10,car_implic,car_control,car_implic,implicature,implicature,distractor,target,R,car_implic,Y,7/24/2015,11:04:00,1.06,1
10074,25,1,2,11,flower_control,flower_control,flower_foil,implicature,unambiguous,target,distractor,L,flower_control,Y,7/24/2015,11:04:00,0.779,1
10075,25,1,2,12,bird_implic,bird_control,bird_implic,implicature,implicature,distractor,target,R,bird_implic,Y,7/24/2015,11:04:00,0.877,1
10076,25,1,2,13,bicycle_implic,bicycle_implic,bicycle_control,implicature,implicature,target,distractor,L,bicycle_implic,Y,7/24/2015,11:04:00,0.938,1
10077,25,1,2,14,dog_implic,dog_implic,dog_control,implicature,implicature,target,distractor,L,dog_implic,Y,7/24/2015,11:04:00,0.863,1
10078,25,1,2,15,flower_implic,flower_control,flower_implic,implicature,implicature,distractor,target,R,flower_implic,Y,7/24/2015,11:04:00,0.738,1
10079,25,1,2,16,bird_control,bird_foil,bird_control,implicature,unambiguous,distractor,target,R,bird_control,Y,7/24/2015,11:04:00,0.897,1
10080,25,1,2,17,cat_control,cat_foil,cat_control,implicature,unambiguous,distractor,target,R,cat_control,Y,7/24/2015,11:04:00,0.784,1
10081,25,1,2,18,cookie_control,cookie_control,cookie_foil,implicature,unambiguous,target,distractor,L,cookie_control,Y,7/24/2015,11:04:00,0.765,1
10082,25,1,2,19,apple_implic,apple_implic,apple_control,implicature,implicature,target,distractor,R,apple_control,N,7/24/2015,11:04:00,0.756,0
10083,25,1,2,20,lamp_implic,lamp_implic,lamp_control,implicature,implicature,target,distractor,L,lamp_implic,Y,7/24/2015,11:04:00,1.182,1
10084,25,1,2,21,banana_control,banana_foil,banana_control,implicature,unambiguous,distractor,target,R,banana_control,Y,7/24/2015,11:04:00,0.976,1
10085,25,1,2,22,car_control,car_foil,car_control,implicature,unambiguous,distractor,target,R,car_control,Y,7/24/2015,11:04:00,0.853,1
10086,25,1,2,23,cup_control,cup_control,cup_foil,implicature,unambiguous,target,distractor,L,cup_control,Y,7/24/2015,11:04:00,0.767,1
10087,25,1,2,24,teddybear_implic,teddybear_implic,teddybear_control,implicature,implicature,target,distractor,L,teddybear_implic,Y,7/24/2015,11:04:00,0.938,1
10088,25,1,2,25,bird_implic,bird_control,bird_implic,implicature,implicature,distractor,target,R,bird_implic,Y,7/24/2015,11:04:00,0.705,1
10089,25,1,2,26,banana_implic,banana_implic,banana_control,implicature,implicature,target,distractor,L,banana_implic,Y,7/24/2015,11:04:00,0.855,1
10090,25,1,2,27,apple_control,apple_foil,apple_control,implicature,unambiguous,distractor,target,R,apple_control,Y,7/24/2015,11:04:00,0.738,1
10091,25,1,2,28,cat_implic,cat_implic,cat_control,implicature,implicature,target,distractor,L,cat_implic,Y,7/24/2015,11:04:00,1.049,1
10092,25,1,2,29,flower_implic,flower_control,flower_implic,implicature,implicature,distractor,target,R,flower_implic,Y,7/24/2015,11:04:00,1.055,1
10093,25,1,2,30,teddybear_control,teddybear_foil,teddybear_control,implicature,unambiguous,distractor,target,R,teddybear_control,Y,7/24/2015,11:04:00,0.905,1
10094,25,1,2,31,bicycle_implic,bicycle_implic,bicycle_control,implicature,implicature,target,distractor,L,bicycle_implic,Y,7/24/2015,11:04:00,0.914,1
10095,25,1,2,32,cup_implic,cup_implic,cup_control,implicature,implicature,target,distractor,L,cup_implic,Y,7/24/2015,11:04:00,0.834,1
10096,25,1,2,33,car_control,car_foil,car_control,implicature,unambiguous,distractor,target,R,car_control,Y,7/24/2015,11:04:00,0.779,1
10097,25,1,2,34,cookie_implic,cookie_implic,cookie_control,implicature,implicature,target,distractor,L,cookie_implic,Y,7/24/2015,11:04:00,0.802,1
10098,25,1,2,35,lamp_implic,lamp_control,lamp_implic,implicature,implicature,distractor,target,R,lamp_implic,Y,7/24/2015,11:04:00,0.789,1
10099,25,1,2,36,dog_control,dog_control,dog_foil,implicature,unambiguous,target,distractor,L,dog_control,Y,7/24/2015,11:04:00,0.77,1
10100,25,1,2,37,cookie_implic,cookie_control,cookie_implic,implicature,implicature,distractor,target,R,cookie_implic,Y,7/24/2015,11:04:00,0.717,1
10101,25,1,2,38,bird_control,bird_control,bird_foil,implicature,unambiguous,target,distractor,L,bird_control,Y,7/24/2015,11:04:00,0.875,1
10102,25,1,2,39,banana_implic,banana_implic,banana_control,implicature,implicature,target,distractor,L,banana_implic,Y,7/24/2015,11:04:00,0.847,1
10103,25,1,2,40,lamp_control,lamp_foil,lamp_control,implicature,unambiguous,distractor,target,R,lamp_control,Y,7/24/2015,11:04:00,0.742,1
10104,25,1,2,41,car_control,car_foil,car_control,implicature,unambiguous,distractor,target,R,car_control,Y,7/24/2015,11:04:00,0.77,1
10105,25,1,2,42,cat_control,cat_foil,cat_control,implicature,unambiguous,distractor,target,R,cat_control,Y,7/24/2015,11:04:00,0.767,1
10106,25,1,2,43,flower_implic,flower_implic,flower_control,implicature,implicature,target,distractor,L,flower_implic,Y,7/24/2015,11:04:00,0.749,1
10107,25,1,2,44,bicycle_implic,bicycle_control,bicycle_implic,implicature,implicature,distractor,target,R,bicycle_implic,Y,7/24/2015,11:04:00,0.752,1
10108,25,1,2,45,teddybear_implic,teddybear_implic,teddybear_control,implicature,implicature,target,distractor,L,teddybear_implic,Y,7/24/2015,11:04:00,0.729,1
10109,25,1,2,46,cup_control,cup_foil,cup_control,implicature,unambiguous,distractor,target,R,cup_control,Y,7/24/2015,11:04:00,0.659,1
10110,25,1,2,47,dog_control,dog_control,dog_foil,implicature,unambiguous,target,distractor,L,dog_control,Y,7/24/2015,11:04:00,0.804,1
10111,25,1,2,48,apple_control,apple_control,apple_foil,implicature,unambiguous,target,distractor,L,apple_control,Y,7/24/2015,11:04:00,1.229,1
10112,25,1,2,49,lamp_implic,lamp_implic,lamp_control,implicature,implicature,target,distractor,L,lamp_implic,Y,7/24/2015,11:04:00,0.878,1
10113,25,1,2,50,car_implic,car_implic,car_control,implicature,implicature,target,distractor,L,car_implic,Y,7/24/2015,11:04:00,0.745,1
10114,25,1,2,51,flower_implic,flower_control,flower_implic,implicature,implicature,distractor,target,R,flower_implic,Y,7/24/2015,11:04:00,0.834,1
10115,25,1,2,52,banana_implic,banana_control,banana_implic,implicature,implicature,distractor,target,R,banana_implic,Y,7/24/2015,11:04:00,0.822,1
10116,25,1,2,53,cookie_implic,cookie_implic,cookie_control,implicature,implicature,target,distractor,L,cookie_implic,Y,7/24/2015,11:04:00,0.705,1
10117,25,1,2,54,dog_control,dog_control,dog_foil,implicature,unambiguous,target,distractor,L,dog_control,Y,7/24/2015,11:04:00,0.908,1
10118,25,1,2,55,apple_implic,apple_implic,apple_control,implicature,implicature,target,distractor,L,apple_implic,Y,7/24/2015,11:04:00,0.747,1
10119,25,1,2,56,bird_implic,bird_control,bird_implic,implicature,implicature,distractor,target,R,bird_implic,Y,7/24/2015,11:04:00,0.815,1
10120,25,1,2,57,teddybear_control,teddybear_control,teddybear_foil,implicature,unambiguous,target,distractor,L,teddybear_control,Y,7/24/2015,11:04:00,0.748,1
10121,25,1,2,58,cup_implic,cup_implic,cup_control,implicature,implicature,target,distractor,L,cup_implic,Y,7/24/2015,11:04:00,0.695,1
10122,25,1,2,59,bicycle_implic,bicycle_control,bicycle_implic,implicature,implicature,distractor,target,R,bicycle_implic,Y,7/24/2015,11:04:00,0.695,1
10123,25,1,2,60,cat_implic,cat_implic,cat_control,implicature,implicature,target,distractor,L,cat_implic,Y,7/24/2015,11:04:00,0.752,1
10124,25,1,2,61,flower_implic,flower_implic,flower_control,implicature,implicature,target,distractor,L,flower_implic,Y,7/24/2015,11:04:00,0.679,1
10125,25,1,2,62,dog_implic,dog_implic,dog_control,implicature,implicature,target,distractor,L,dog_implic,Y,7/24/2015,11:04:00,0.718,1
10126,25,1,2,63,cat_implic,cat_control,cat_implic,implicature,implicature,distractor,target,R,cat_implic,Y,7/24/2015,11:04:00,0.982,1
10127,25,1,2,64,apple_implic,apple_implic,apple_control,implicature,implicature,target,distractor,L,apple_implic,Y,7/24/2015,11:04:00,0.729,1
10128,25,1,2,65,car_implic,car_implic,car_control,implicature,implicature,target,distractor,L,car_implic,Y,7/24/2015,11:04:00,0.685,1
10129,25,1,2,66,teddybear_control,teddybear_control,teddybear_foil,implicature,unambiguous,target,distractor,L,teddybear_control,Y,7/24/2015,11:04:00,0.747,1
10130,25,1,2,67,lamp_control,lamp_control,lamp_foil,implicature,unambiguous,target,distractor,L,lamp_control,Y,7/24/2015,11:04:00,0.955,1
10131,25,1,2,68,cookie_control,cookie_control,cookie_foil,implicature,unambiguous,target,distractor,L,cookie_control,Y,7/24/2015,11:04:00,0.916,1
10132,25,1,2,69,bird_control,bird_foil,bird_control,implicature,unambiguous,distractor,target,R,bird_control,Y,7/24/2015,11:04:00,0.779,1
10133,25,1,2,70,banana_implic,banana_implic,banana_control,implicature,implicature,target,distractor,L,banana_implic,Y,7/24/2015,11:04:00,0.759,1
10134,25,1,2,71,cup_control,cup_control,cup_foil,implicature,unambiguous,target,distractor,L,cup_control,Y,7/24/2015,11:04:00,0.708,1
10135,25,1,2,72,bicycle_implic,bicycle_implic,bicycle_control,implicature,implicature,target,distractor,L,bicycle_implic,Y,7/24/2015,11:04:00,0.797,1
10136,25,1,2,73,apple_implic,apple_control,apple_implic,implicature,implicature,distractor,target,R,apple_implic,Y,7/24/2015,11:04:00,0.751,1
10137,25,1,2,74,flower_control,flower_control,flower_foil,implicature,unambiguous,target,distractor,L,flower_control,Y,7/24/2015,11:04:00,0.775,1
10138,25,1,2,75,lamp_implic,lamp_implic,lamp_control,implicature,implicature,target,distractor,L,lamp_implic,Y,7/24/2015,11:04:00,0.904,1
10139,25,1,2,76,banana_implic,banana_implic,banana_control,implicature,implicature,target,distractor,L,banana_implic,Y,7/24/2015,11:04:00,0.787,1
10140,25,1,2,77,cookie_control,cookie_foil,cookie_control,implicature,unambiguous,distractor,target,R,cookie_control,Y,7/24/2015,11:04:00,0.817,1
10141,25,1,2,78,car_control,car_foil,car_control,implicature,unambiguous,distractor,target,R,car_control,Y,7/24/2015,11:04:00,0.771,1
10142,25,1,2,79,cat_control,cat_foil,cat_control,implicature,unambiguous,distractor,target,R,cat_control,Y,7/24/2015,11:04:00,0.762,1
10143,25,1,2,80,bicycle_implic,bicycle_control,bicycle_implic,implicature,implicature,distractor,target,R,bicycle_implic,Y,7/24/2015,11:04:00,0.991,1
10144,25,1,2,81,dog_control,dog_foil,dog_control,implicature,unambiguous,distractor,target,R,dog_control,Y,7/24/2015,11:04:00,0.812,1
10145,25,1,2,82,bird_control,bird_foil,bird_control,implicature,unambiguous,distractor,target,R,bird_control,Y,7/24/2015,11:04:00,0.821,1
10146,25,1,2,83,cup_implic,cup_implic,cup_control,implicature,implicature,target,distractor,L,cup_implic,Y,7/24/2015,11:04:00,0.793,1
10147,25,1,2,84,teddybear_implic,teddybear_implic,teddybear_control,implicature,implicature,target,distractor,L,teddybear_implic,Y,7/24/2015,11:04:00,0.797,1
10148,25,1,2,85,cup_control,cup_foil,cup_control,implicature,unambiguous,distractor,target,R,cup_control,Y,7/24/2015,11:04:00,0.693,1
10149,25,1,2,86,lamp_implic,lamp_control,lamp_implic,implicature,implicature,distractor,target,R,lamp_implic,Y,7/24/2015,11:04:00,0.966,1
10150,25,1,2,87,bicycle_control,bicycle_foil,bicycle_control,implicature,unambiguous,distractor,target,R,bicycle_control,Y,7/24/2015,11:04:00,0.971,1
10151,25,1,2,88,teddybear_implic,teddybear_implic,teddybear_control,implicature,implicature,target,distractor,L,teddybear_implic,Y,7/24/2015,11:04:00,0.913,1
10152,25,1,2,89,bird_control,bird_control,bird_foil,implicature,unambiguous,target,distractor,L,bird_control,Y,7/24/2015,11:04:00,0.975,1
10153,25,1,2,90,flower_control,flower_control,flower_foil,implicature,unambiguous,target,distractor,L,flower_control,Y,7/24/2015,11:04:00,1.135,1
10154,25,1,2,91,dog_control,dog_foil,dog_control,implicature,unambiguous,distractor,target,R,dog_control,Y,7/24/2015,11:04:00,0.809,1
10155,25,1,2,92,cookie_implic,cookie_implic,cookie_control,implicature,implicature,target,distractor,L,cookie_implic,Y,7/24/2015,11:04:00,0.869,1
10156,25,1,2,93,cat_implic,cat_control,cat_implic,implicature,implicature,distractor,target,R,cat_implic,Y,7/24/2015,11:04:00,0.956,1
10157,25,1,2,94,banana_control,banana_foil,banana_control,implicature,unambiguous,distractor,target,R,banana_control,Y,7/24/2015,11:04:00,0.788,1
10158,25,1,2,95,apple_implic,apple_implic,apple_control,implicature,implicature,target,distractor,L,apple_implic,Y,7/24/2015,11:04:00,0.73,1
10159,25,1,2,96,car_control,car_control,car_foil,implicature,unambiguous,target,distractor,L,car_control,Y,7/24/2015,11:04:00,0.723,1
10160,25,1,2,97,banana_control,banana_control,banana_foil,implicature,unambiguous,target,distractor,L,banana_control,Y,7/24/2015,11:04:00,0.892,1
10161,25,1,2,98,apple_control,apple_control,apple_foil,implicature,unambiguous,target,distractor,L,apple_control,Y,7/24/2015,11:04:00,0.753,1
10162,25,1,2,99,lamp_control,lamp_foil,lamp_control,implicature,unambiguous,distractor,target,R,lamp_control,Y,7/24/2015,11:04:00,0.691,1
10163,25,1,2,100,bicycle_implic,bicycle_implic,bicycle_control,implicature,implicature,target,distractor,L,bicycle_implic,Y,7/24/2015,11:04:00,0.996,1
10164,25,1,2,101,dog_implic,dog_implic,dog_control,implicature,implicature,target,distractor,L,dog_implic,Y,7/24/2015,11:04:00,0.753,1
10165,25,1,2,102,bird_control,bird_foil,bird_control,implicature,unambiguous,distractor,target,R,bird_control,Y,7/24/2015,11:04:00,0.837,1
10166,25,1,2,103,teddybear_implic,teddybear_control,teddybear_implic,implicature,implicature,distractor,target,R,teddybear_implic,Y,7/24/2015,11:04:00,0.731,1
10167,25,1,2,104,cookie_control,cookie_control,cookie_foil,implicature,unambiguous,target,distractor,L,cookie_control,Y,7/24/2015,11:04:00,0.72,1
10168,25,1,2,105,flower_control,flower_foil,flower_control,implicature,unambiguous,distractor,target,R,flower_control,Y,7/24/2015,11:04:00,0.789,1
10169,25,1,2,106,car_control,car_foil,car_control,implicature,unambiguous,distractor,target,R,car_control,Y,7/24/2015,11:04:00,1.019,1
10170,25,1,2,107,cup_control,cup_control,cup_foil,implicature,unambiguous,target,distractor,L,cup_control,Y,7/24/2015,11:04:00,0.695,1
10171,25,1,2,108,cat_control,cat_control,cat_foil,implicature,unambiguous,target,distractor,L,cat_control,Y,7/24/2015,11:04:00,0.748,1
10172,25,1,2,109,bicycle_control,bicycle_foil,bicycle_control,implicature,unambiguous,distractor,target,R,bicycle_control,Y,7/24/2015,11:04:00,0.742,1
10173,25,1,2,110,teddybear_control,teddybear_foil,teddybear_control,implicature,unambiguous,distractor,target,R,teddybear_control,Y,7/24/2015,11:04:00,0.724,1
10174,25,1,2,111,cookie_implic,cookie_control,cookie_implic,implicature,implicature,distractor,target,R,cookie_implic,Y,7/24/2015,11:04:00,0.99,1
10175,25,1,2,112,apple_implic,apple_control,apple_implic,implicature,implicature,distractor,target,R,apple_implic,Y,7/24/2015,11:04:00,0.732,1
10176,25,1,2,113,cup_control,cup_control,cup_foil,implicature,unambiguous,target,distractor,L,cup_control,Y,7/24/2015,11:04:00,0.781,1
10177,25,1,2,114,cat_control,cat_foil,cat_control,implicature,unambiguous,distractor,target,R,cat_control,Y,7/24/2015,11:04:00,0.758,1
10178,25,1,2,115,banana_control,banana_foil,banana_control,implicature,unambiguous,distractor,target,R,banana_control,Y,7/24/2015,11:04:00,0.768,1
10179,25,1,2,116,flower_control,flower_foil,flower_control,implicature,unambiguous,distractor,target,R,flower_control,Y,7/24/2015,11:04:00,0.732,1
10180,25,1,2,117,car_implic,car_implic,car_control,implicature,implicature,target,distractor,L,car_implic,Y,7/24/2015,11:04:00,0.787,1
10181,25,1,2,118,bird_implic,bird_implic,bird_control,implicature,implicature,target,distractor,L,bird_implic,Y,7/24/2015,11:04:00,0.689,1
10182,25,1,2,119,dog_implic,dog_control,dog_implic,implicature,implicature,distractor,target,R,dog_implic,Y,7/24/2015,11:04:00,0.731,1
10183,25,1,2,120,lamp_control,lamp_control,lamp_foil,implicature,unambiguous,target,distractor,L,lamp_control,Y,7/24/2015,11:04:00,0.796,1
10184,25,1,2,1,dog_pos,dog_pos,dog_neg,negation,positive,target,distractor,L,dog_pos,Y,7/24/2015,11:04:00,0.743,1
10185,25,1,2,2,cat_neg,cat_neg,cat_pos,negation,negative,target,distractor,L,cat_neg,Y,7/24/2015,11:04:00,3.902,1
10186,25,1,2,3,teddybear_neg,teddybear_pos,teddybear_neg,negation,negative,distractor,target,R,teddybear_neg,Y,7/24/2015,11:04:00,0.845999999999998,1
10187,25,1,2,4,cookie_neg,cookie_pos,cookie_neg,negation,negative,distractor,target,R,cookie_neg,Y,7/24/2015,11:04:00,0.847,1
10188,25,1,2,5,car_neg,car_neg,car_pos,negation,negative,target,distractor,L,car_neg,Y,7/24/2015,11:04:00,0.795,1
10189,25,1,2,6,cup_pos,cup_neg,cup_pos,negation,positive,distractor,target,R,cup_pos,Y,7/24/2015,11:04:00,0.954,1
10190,25,1,2,7,bicycle_neg,bicycle_neg,bicycle_pos,negation,negative,target,distractor,R,bicycle_pos,N,7/24/2015,11:04:00,0.8300000000000011,0
10191,25,1,2,8,lamp_pos,lamp_neg,lamp_pos,negation,positive,distractor,target,R,lamp_pos,Y,7/24/2015,11:04:00,1.624,1
10192,25,1,2,9,apple_pos,apple_pos,apple_neg,negation,positive,target,distractor,L,apple_pos,Y,7/24/2015,11:04:00,0.761,1
10193,25,1,2,10,bird_pos,bird_neg,bird_pos,negation,positive,distractor,target,R,bird_pos,Y,7/24/2015,11:04:00,0.768,1
10194,25,1,2,11,flower_neg,flower_neg,flower_pos,negation,negative,target,distractor,L,flower_neg,Y,7/24/2015,11:04:00,0.799,1
10195,25,1,2,12,banana_pos,banana_pos,banana_neg,negation,positive,target,distractor,L,banana_pos,Y,7/24/2015,11:04:00,0.852,1
10196,25,1,2,13,flower_neg,flower_pos,flower_neg,negation,negative,distractor,target,R,flower_neg,Y,7/24/2015,11:04:00,0.929,1
10197,25,1,2,14,bicycle_neg,bicycle_neg,bicycle_pos,negation,negative,target,distractor,L,bicycle_neg,Y,7/24/2015,11:04:00,0.8190000000000011,1
10198,25,1,2,15,cookie_pos,cookie_neg,cookie_pos,negation,positive,distractor,target,R,cookie_pos,Y,7/24/2015,11:04:00,0.796,1
10199,25,1,2,16,cat_pos,cat_pos,cat_neg,negation,positive,target,distractor,L,cat_pos,Y,7/24/2015,11:04:00,0.722,1
10200,25,1,2,17,lamp_pos,lamp_pos,lamp_neg,negation,positive,target,distractor,L,lamp_pos,Y,7/24/2015,11:04:00,1.431,1
10201,25,1,2,18,apple_neg,apple_neg,apple_pos,negation,negative,target,distractor,L,apple_neg,Y,7/24/2015,11:04:00,0.7779999999999979,1
10202,25,1,2,19,bird_neg,bird_neg,bird_pos,negation,negative,target,distractor,L,bird_neg,Y,7/24/2015,11:04:00,0.801,1
10203,25,1,2,20,cup_neg,cup_neg,cup_pos,negation,negative,target,distractor,L,cup_neg,Y,7/24/2015,11:04:00,0.750000000000001,1
10204,25,1,2,21,teddybear_pos,teddybear_pos,teddybear_neg,negation,positive,target,distractor,L,teddybear_pos,Y,7/24/2015,11:04:00,0.876,1
10205,25,1,2,22,dog_neg,dog_pos,dog_neg,negation,negative,distractor,target,R,dog_neg,Y,7/24/2015,11:04:00,0.963,1
10206,25,1,2,23,banana_pos,banana_neg,banana_pos,negation,positive,distractor,target,R,banana_pos,Y,7/24/2015,11:04:00,0.822,1
10207,25,1,2,24,car_neg,car_neg,car_pos,negation,negative,target,distractor,L,car_neg,Y,7/24/2015,11:04:00,0.656,1
10208,25,1,2,25,car_neg,car_neg,car_pos,negation,negative,target,distractor,L,car_neg,Y,7/24/2015,11:04:00,0.618,1
10209,25,1,2,26,banana_pos,banana_pos,banana_neg,negation,positive,target,distractor,L,banana_pos,Y,7/24/2015,11:04:00,0.789,1
10210,25,1,2,27,cat_pos,cat_pos,cat_neg,negation,positive,target,distractor,L,cat_pos,Y,7/24/2015,11:04:00,0.745,1
10211,25,1,2,28,bird_pos,bird_pos,bird_neg,negation,positive,target,distractor,L,bird_pos,Y,7/24/2015,11:04:00,0.847,1
10212,25,1,2,29,teddybear_pos,teddybear_neg,teddybear_pos,negation,positive,distractor,target,R,teddybear_pos,Y,7/24/2015,11:04:00,0.694,1
10213,25,1,2,30,cookie_neg,cookie_neg,cookie_pos,negation,negative,target,distractor,L,cookie_neg,Y,7/24/2015,11:04:00,0.676,1
10214,25,1,2,31,apple_pos,apple_neg,apple_pos,negation,positive,distractor,target,R,apple_pos,Y,7/24/2015,11:04:00,0.913,1
10215,25,1,2,32,cup_pos,cup_neg,cup_pos,negation,positive,distractor,target,R,cup_pos,Y,7/24/2015,11:04:00,0.694,1
10216,25,1,2,33,dog_neg,dog_pos,dog_neg,negation,negative,distractor,target,R,dog_neg,Y,7/24/2015,11:04:00,0.951,1
10217,25,1,2,34,bicycle_pos,bicycle_pos,bicycle_neg,negation,positive,target,distractor,L,bicycle_pos,Y,7/24/2015,11:04:00,1.292,1
10218,25,1,2,35,flower_neg,flower_neg,flower_pos,negation,negative,target,distractor,L,flower_neg,Y,7/24/2015,11:04:00,0.745,1
10219,25,1,2,36,lamp_neg,lamp_neg,lamp_pos,negation,negative,target,distractor,L,lamp_neg,Y,7/24/2015,11:04:00,0.650999999999997,1
10220,25,1,2,37,teddybear_neg,teddybear_neg,teddybear_pos,negation,negative,target,distractor,L,teddybear_neg,Y,7/24/2015,11:04:00,0.7829999999999979,1
10221,25,1,2,38,flower_neg,flower_neg,flower_pos,negation,negative,target,distractor,L,flower_neg,Y,7/24/2015,11:04:00,0.935,1
10222,25,1,2,39,cat_neg,cat_neg,cat_pos,negation,negative,target,distractor,L,cat_neg,Y,7/24/2015,11:04:00,0.667000000000001,1
10223,25,1,2,40,car_pos,car_pos,car_neg,negation,positive,target,distractor,L,car_pos,Y,7/24/2015,11:04:00,0.797,1
10224,25,1,2,41,lamp_pos,lamp_neg,lamp_pos,negation,positive,distractor,target,R,lamp_pos,Y,7/24/2015,11:04:00,0.658,1
10225,25,1,2,42,cup_neg,cup_pos,cup_neg,negation,negative,distractor,target,R,cup_neg,Y,7/24/2015,11:04:00,0.763000000000001,1
10226,25,1,2,43,bicycle_pos,bicycle_pos,bicycle_neg,negation,positive,target,distractor,L,bicycle_pos,Y,7/24/2015,11:04:00,0.865,1
10227,25,1,2,44,bird_pos,bird_pos,bird_neg,negation,positive,target,distractor,L,bird_pos,Y,7/24/2015,11:04:00,0.802,1
10228,25,1,2,45,dog_pos,dog_neg,dog_pos,negation,positive,distractor,target,R,dog_pos,Y,7/24/2015,11:04:00,0.674,1
10229,25,1,2,46,banana_neg,banana_neg,banana_pos,negation,negative,target,distractor,L,banana_neg,Y,7/24/2015,11:04:00,0.800000000000001,1
10230,25,1,2,47,cookie_neg,cookie_neg,cookie_pos,negation,negative,target,distractor,L,cookie_neg,Y,7/24/2015,11:04:00,0.9,1
10231,25,1,2,48,apple_pos,apple_pos,apple_neg,negation,positive,target,distractor,L,apple_pos,Y,7/24/2015,11:04:00,0.818,1
10232,25,1,2,49,cup_pos,cup_pos,cup_neg,negation,positive,target,distractor,L,cup_pos,Y,7/24/2015,11:04:00,0.922,1
10233,25,1,2,50,teddybear_neg,teddybear_pos,teddybear_neg,negation,negative,distractor,target,R,teddybear_neg,Y,7/24/2015,11:04:00,0.746999999999998,1
10234,25,1,2,51,car_pos,car_neg,car_pos,negation,positive,distractor,target,R,car_pos,Y,7/24/2015,11:04:00,1.01,1
