"","subid","list","game.order","trial.num","word","leftpic","rightpic","game","trial.type","leftpic.type","rightpic.type","side.chosen","pic.chosen","response","date","timestamp","rt","age","agegroup","gender","english"
"6673","111815_2",2,6,45,"bicycle_inhib","bicycle_inhib","bicycle_pos","inhibition","inhib","target","distractor","R","bicycle_pos","N","11/18/2015","13:58",884,4.99,4,"M",100
"6674","111815_2",2,6,36,"car_pos","car_pos","car_neg","negation","positive","target","distractor","R","car_neg","N","11/18/2015","13:58",6573,4.99,4,"M",100
"6675","111815_2",2,6,35,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","R","cat_pos","Y","11/18/2015","13:58",975,4.99,4,"M",100
"6676","111815_2",2,6,7,"cup_inhib","cup_pos","cup_inhib","inhibition","inhib","distractor","target","R","cup_inhib","Y","11/18/2015","13:58",1435,4.99,4,"M",100
"6677","111815_2",2,6,52,"lamp_implic","lamp_implic","lamp_control","implicature","implicature","target","distractor","L","lamp_implic","Y","11/18/2015","13:58",1507,4.99,4,"M",100
"6678","111815_2",2,6,8,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y","11/18/2015","13:58",1471,4.99,4,"M",100
"6679","111815_2",2,6,5,"lamp_neg","lamp_pos","lamp_neg","negation","negative","distractor","target","R","lamp_neg","Y","11/18/2015","13:58",2806,4.99,4,"M",100
"6680","111815_2",2,6,6,"bird_pos","bird_pos","bird_neg","negation","positive","target","distractor","L","bird_pos","Y","11/18/2015","13:58",2105,4.99,4,"M",100
"6681","111815_2",2,6,10,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y","11/18/2015","13:58",830,4.99,4,"M",100
"6682","111815_2",2,6,10,"flower_control","flower_control","flower_foil","implicature","unambiguous","target","distractor","L","flower_control","Y","11/18/2015","13:58",4971,4.99,4,"M",100
"6683","111815_2",2,6,14,"dog_control","dog_control","dog_foil","implicature","unambiguous","target","distractor","L","dog_control","Y","11/18/2015","13:58",3564,4.99,4,"M",100
"6684","111815_2",2,6,44,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","L","bicycle_pos","Y","11/18/2015","13:58",768,4.99,4,"M",100
"6685","111815_2",2,6,38,"banana_neg","banana_pos","banana_neg","negation","negative","distractor","target","R","banana_neg","Y","11/18/2015","13:58",1187,4.99,4,"M",100
"6686","111815_2",2,6,1,"cup_pos","cup_inhib","cup_pos","inhibition","control","distractor","target","L","cup_inhib","N","11/18/2015","13:58",2501,4.99,4,"M",100
"6687","111815_2",2,6,42,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","L","bicycle_pos","Y","11/18/2015","13:58",1137,4.99,4,"M",100
"6688","111815_2",2,6,43,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","L","bicycle_pos","Y","11/18/2015","13:58",1152,4.99,4,"M",100
"6689","111815_2",2,6,5,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y","11/18/2015","13:58",723,4.99,4,"M",100
"6690","111815_2",2,6,34,"cat_pos","cat_pos","cat_inhib","inhibition","control","target","distractor","L","cat_pos","Y","11/18/2015","13:58",1383,4.99,4,"M",100
"6691","111815_2",2,6,51,"car_control","car_foil","car_control","implicature","unambiguous","distractor","target","R","car_control","Y","11/18/2015","13:58",2114,4.99,4,"M",100
"6692","111815_2",2,6,5,"bird_implic","bird_control","bird_implic","implicature","implicature","distractor","target","R","bird_implic","Y","11/18/2015","13:58",1518,4.99,4,"M",100
"6693","111815_2",2,6,48,"bicycle_control","bicycle_foil","bicycle_control","implicature","unambiguous","distractor","target","R","bicycle_control","Y","11/18/2015","13:58",1844,4.99,4,"M",100
"6694","111815_2",2,6,6,"apple_implic","apple_implic","apple_control","implicature","implicature","target","distractor","L","apple_implic","Y","11/18/2015","13:58",2490,4.99,4,"M",100
"6695","111815_2",2,6,10,"car_neg","car_pos","car_neg","negation","negative","distractor","target","R","car_neg","Y","11/18/2015","13:58",1655,4.99,4,"M",100
"6696","111815_2",2,6,11,"car_implic","car_implic","car_control","implicature","implicature","target","distractor","L","car_implic","Y","11/18/2015","13:58",1762,4.99,4,"M",100
"6697","111815_2",2,6,15,"cup_implic","cup_implic","cup_control","implicature","implicature","target","distractor","L","cup_implic","Y","11/18/2015","13:58",2102,4.99,4,"M",100
"6698","111815_2",2,6,37,"car_pos","car_neg","car_pos","negation","positive","distractor","target","R","car_pos","Y","11/18/2015","13:58",1211,4.99,4,"M",100
"6699","111815_2",2,6,58,"apple_control","apple_control","apple_foil","implicature","unambiguous","target","distractor","L","apple_control","Y","11/18/2015","13:58",2025,4.99,4,"M",100
"6700","111815_2",2,6,59,"cup_implic","cup_implic","cup_control","implicature","implicature","target","distractor","R","cup_control","N","11/18/2015","13:58",1642,4.99,4,"M",100
"6701","111815_2",2,6,2,"cup_pos","cup_inhib","cup_pos","inhibition","control","distractor","target","R","cup_pos","Y","11/18/2015","13:58",924,4.99,4,"M",100
"6702","111815_2",2,6,33,"flower_inhib","flower_inhib","flower_pos","inhibition","inhib","target","distractor","L","flower_inhib","Y","11/18/2015","13:58",1360,4.99,4,"M",100
"6703","111815_2",2,6,6,"cup_pos","cup_inhib","cup_pos","inhibition","control","distractor","target","R","cup_pos","Y","11/18/2015","13:58",689,4.99,4,"M",100
"6704","111815_2",2,6,47,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","11/18/2015","13:58",876,4.99,4,"M",100
"6705","111815_2",2,6,1,"cookie_neg","cookie_pos","cookie_neg","negation","negative","distractor","target","L","cookie_pos","N","11/18/2015","13:58",4942,4.99,4,"M",100
"6706","111815_2",2,6,48,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","11/18/2015","13:58",735,4.99,4,"M",100
"6707","111815_2",2,6,49,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","R","banana_pos","Y","11/18/2015","13:58",1032,4.99,4,"M",100
"6708","111815_2",2,6,53,"bicycle_control","bicycle_foil","bicycle_control","implicature","unambiguous","distractor","target","R","bicycle_control","Y","11/18/2015","13:58",1989,4.99,4,"M",100
"6709","111815_2",2,6,8,"dog_pos","dog_pos","dog_neg","negation","positive","target","distractor","L","dog_pos","Y","11/18/2015","13:58",1675,4.99,4,"M",100
"6710","111815_2",2,6,56,"cookie_control","cookie_control","cookie_foil","implicature","unambiguous","target","distractor","R","cookie_foil","N","11/18/2015","13:58",1434,4.99,4,"M",100
"6711","111815_2",2,6,57,"cat_implic","cat_control","cat_implic","implicature","implicature","distractor","target","R","cat_implic","Y","11/18/2015","13:58",1423,4.99,4,"M",100
"6712","111815_2",2,6,15,"lamp_pos","lamp_pos","lamp_inhib","inhibition","control","target","distractor","L","lamp_pos","Y","11/18/2015","13:58",2288,4.99,4,"M",100
"6713","111815_2",2,6,14,"cookie_pos","cookie_neg","cookie_pos","negation","positive","distractor","target","L","cookie_neg","N","11/18/2015","13:58",11189,4.99,4,"M",100
"6714","111815_2",2,6,15,"banana_neg","banana_pos","banana_neg","negation","negative","distractor","target","R","banana_neg","Y","11/18/2015","13:58",1074,4.99,4,"M",100
"6715","111815_2",2,6,3,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y","11/18/2015","13:58",1180,4.99,4,"M",100
"6716","111815_2",2,6,46,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","11/18/2015","13:58",778,4.99,4,"M",100
"6717","111815_2",2,6,30,"apple_neg","apple_neg","apple_pos","negation","negative","target","distractor","R","apple_pos","N","11/18/2015","13:58",1526,4.99,4,"M",100
"6718","111815_2",2,6,73,"apple_pos","apple_inhib","apple_pos","inhibition","control","distractor","target","R","apple_pos","Y","11/18/2015","13:58",721,4.99,4,"M",100
"6719","111815_2",2,6,3,"cup_implic","cup_implic","cup_control","implicature","implicature","target","distractor","R","cup_control","N","11/18/2015","13:58",1755,4.99,4,"M",100
"6720","111815_2",2,6,47,"dog_implic","dog_control","dog_implic","implicature","implicature","distractor","target","R","dog_implic","Y","11/18/2015","13:58",1395,4.99,4,"M",100
"6721","111815_2",2,6,7,"banana_pos","banana_pos","banana_neg","negation","positive","target","distractor","L","banana_pos","Y","11/18/2015","13:58",1462,4.99,4,"M",100
"6722","111815_2",2,6,7,"dog_implic","dog_implic","dog_control","implicature","implicature","target","distractor","L","dog_implic","Y","11/18/2015","13:58",1685,4.99,4,"M",100
"6723","111815_2",2,6,55,"teddybear_control","teddybear_control","teddybear_foil","implicature","unambiguous","target","distractor","L","teddybear_control","Y","11/18/2015","13:58",1859,4.99,4,"M",100
"6724","111815_2",2,6,13,"bird_inhib","bird_inhib","bird_pos","inhibition","inhib","target","distractor","R","bird_pos","N","11/18/2015","13:58",1639,4.99,4,"M",100
"6725","111815_2",2,6,14,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","11/18/2015","13:58",1391,4.99,4,"M",100
"6726","111815_2",2,6,11,"teddybear_pos","teddybear_neg","teddybear_pos","negation","positive","distractor","target","R","teddybear_pos","Y","11/18/2015","13:58",1437,4.99,4,"M",100
"6727","111815_2",2,6,16,"lamp_pos","lamp_pos","lamp_inhib","inhibition","control","target","distractor","L","lamp_pos","Y","11/18/2015","13:58",1004,4.99,4,"M",100
"6728","111815_2",2,6,32,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y","11/18/2015","13:58",752,4.99,4,"M",100
"6729","111815_2",2,6,29,"cup_pos","cup_pos","cup_neg","negation","positive","target","distractor","L","cup_pos","Y","11/18/2015","13:58",5807,4.99,4,"M",100
"6730","111815_2",2,6,4,"cup_pos","cup_inhib","cup_pos","inhibition","control","distractor","target","R","cup_pos","Y","11/18/2015","13:58",922,4.99,4,"M",100
"6731","111815_2",2,6,40,"teddybear_pos","teddybear_pos","teddybear_neg","negation","positive","target","distractor","L","teddybear_pos","Y","11/18/2015","13:58",1806,4.99,4,"M",100
"6732","111815_2",2,6,17,"bicycle_control","bicycle_control","bicycle_foil","implicature","unambiguous","target","distractor","L","bicycle_control","Y","11/18/2015","13:58",2323,4.99,4,"M",100
"6733","111815_2",2,6,2,"flower_pos","flower_neg","flower_pos","negation","positive","distractor","target","R","flower_pos","Y","11/18/2015","13:58",2129,4.99,4,"M",100
"6734","111815_2",2,6,3,"cat_pos","cat_neg","cat_pos","negation","positive","distractor","target","R","cat_pos","Y","11/18/2015","13:58",1707,4.99,4,"M",100
"6735","111815_2",2,6,51,"banana_inhib","banana_inhib","banana_pos","inhibition","inhib","target","distractor","L","banana_inhib","Y","11/18/2015","13:58",1266,4.99,4,"M",100
"6736","111815_2",2,6,12,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y","11/18/2015","13:58",900,4.99,4,"M",100
"6737","111815_2",2,6,9,"apple_pos","apple_neg","apple_pos","negation","positive","distractor","target","R","apple_pos","Y","11/18/2015","13:58",1423,4.99,4,"M",100
"6738","111815_2",2,6,53,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y","11/18/2015","13:58",490,4.99,4,"M",100
"6739","111815_2",2,6,54,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y","11/18/2015","13:58",487,4.99,4,"M",100
"6740","111815_2",2,6,55,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","R","teddybear_pos","Y","11/18/2015","13:58",983,4.99,4,"M",100
"6741","111815_2",2,6,13,"apple_neg","apple_neg","apple_pos","negation","negative","target","distractor","L","apple_neg","Y","11/18/2015","13:58",20944,4.99,4,"M",100
"6742","111815_2",2,6,39,"dog_pos","dog_neg","dog_pos","negation","positive","distractor","target","R","dog_pos","Y","11/18/2015","13:58",1169,4.99,4,"M",100
"6743","111815_2",2,6,72,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y","11/18/2015","13:58",633,4.99,4,"M",100
"6744","111815_2",2,6,27,"bicycle_neg","bicycle_pos","bicycle_neg","negation","negative","distractor","target","L","bicycle_pos","N","11/18/2015","13:58",1734,4.99,4,"M",100
"6745","111815_2",2,6,4,"teddybear_control","teddybear_foil","teddybear_control","implicature","unambiguous","distractor","target","R","teddybear_control","Y","11/18/2015","13:58",1457,4.99,4,"M",100
"6746","111815_2",2,6,49,"bird_control","bird_foil","bird_control","implicature","unambiguous","distractor","target","R","bird_control","Y","11/18/2015","13:58",2187,4.99,4,"M",100
"6747","111815_2",2,6,45,"bird_implic","bird_control","bird_implic","implicature","implicature","distractor","target","R","bird_implic","Y","11/18/2015","13:58",3387,4.99,4,"M",100
"6748","111815_2",2,6,42,"bird_pos","bird_pos","bird_neg","negation","positive","target","distractor","L","bird_pos","Y","11/18/2015","13:58",1611,4.99,4,"M",100
"6749","111815_2",2,6,52,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y","11/18/2015","13:58",1764,4.99,4,"M",100
"6750","111815_2",2,6,50,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","11/18/2015","13:58",1056,4.99,4,"M",100
"6751","111815_2",2,6,44,"lamp_neg","lamp_pos","lamp_neg","negation","negative","distractor","target","R","lamp_neg","Y","11/18/2015","13:58",1738,4.99,4,"M",100
"6752","111815_2",2,6,21,"lamp_control","lamp_foil","lamp_control","implicature","unambiguous","distractor","target","L","lamp_foil","N","11/18/2015","13:58",1383,4.99,4,"M",100
"6753","111815_2",2,6,22,"banana_implic","banana_control","banana_implic","implicature","implicature","distractor","target","R","banana_implic","Y","11/18/2015","13:58",385,4.99,4,"M",100
"6754","111815_2",2,6,12,"cup_pos","cup_neg","cup_pos","negation","positive","distractor","target","R","cup_pos","Y","11/18/2015","13:58",3065,4.99,4,"M",100
"6755","111815_2",2,6,28,"dog_pos","dog_neg","dog_pos","negation","positive","distractor","target","R","dog_pos","Y","11/18/2015","13:58",1512,4.99,4,"M",100
"6756","111815_2",2,6,60,"banana_implic","banana_implic","banana_control","implicature","implicature","target","distractor","L","banana_implic","Y","11/18/2015","13:58",2435,4.99,4,"M",100
"6757","111815_2",2,6,16,"teddybear_control","teddybear_foil","teddybear_control","implicature","unambiguous","distractor","target","R","teddybear_control","Y","11/18/2015","13:58",1442,4.99,4,"M",100
"6758","111815_2",2,6,17,"lamp_pos","lamp_pos","lamp_inhib","inhibition","control","target","distractor","L","lamp_pos","Y","11/18/2015","13:58",950,4.99,4,"M",100
"6759","111815_2",2,6,18,"lamp_pos","lamp_pos","lamp_inhib","inhibition","control","target","distractor","L","lamp_pos","Y","11/18/2015","13:58",699,4.99,4,"M",100
"6760","111815_2",2,6,41,"cup_neg","cup_pos","cup_neg","negation","negative","distractor","target","R","cup_neg","Y","11/18/2015","13:58",1611,4.99,4,"M",100
"6761","111815_2",2,6,19,"lamp_inhib","lamp_inhib","lamp_pos","inhibition","inhib","target","distractor","L","lamp_inhib","Y","11/18/2015","13:58",1667,4.99,4,"M",100
"6762","111815_2",2,6,4,"bicycle_neg","bicycle_neg","bicycle_pos","negation","negative","target","distractor","R","bicycle_pos","N","11/18/2015","13:58",2799,4.99,4,"M",100
"6763","111815_2",2,6,43,"apple_neg","apple_pos","apple_neg","negation","negative","distractor","target","R","apple_neg","Y","11/18/2015","13:58",1277,4.99,4,"M",100
"6764","111815_2",2,6,19,"cat_implic","cat_implic","cat_control","implicature","implicature","target","distractor","L","cat_implic","Y","11/18/2015","13:58",1501,4.99,4,"M",100
"6765","111815_2",2,6,20,"car_implic","car_control","car_implic","implicature","implicature","distractor","target","R","car_implic","Y","11/18/2015","13:58",1564,4.99,4,"M",100
"6766","111815_2",2,6,22,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","L","cookie_pos","Y","11/18/2015","13:58",1195,4.99,4,"M",100
"6767","111815_2",2,6,45,"cat_neg","cat_neg","cat_pos","negation","negative","target","distractor","R","cat_pos","N","11/18/2015","13:58",1053,4.99,4,"M",100
"6768","111815_2",2,6,57,"teddybear_inhib","teddybear_inhib","teddybear_pos","inhibition","inhib","target","distractor","R","teddybear_pos","N","11/18/2015","13:58",684,4.99,4,"M",100
"6769","111815_2",2,6,59,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y","11/18/2015","13:58",953,4.99,4,"M",100
"6770","111815_2",2,6,48,"flower_neg","flower_neg","flower_pos","negation","negative","target","distractor","L","flower_neg","Y","11/18/2015","13:58",1489,4.99,4,"M",100
"6771","111815_2",2,6,70,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y","11/18/2015","13:58",1546,4.99,4,"M",100
"6772","111815_2",2,6,71,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y","11/18/2015","13:58",756,4.99,4,"M",100
"6773","111815_2",2,6,2,"bicycle_control","bicycle_control","bicycle_foil","implicature","unambiguous","target","distractor","L","bicycle_control","Y","11/18/2015","13:58",2193,4.99,4,"M",100
"6774","111815_2",2,6,46,"flower_implic","flower_implic","flower_control","implicature","implicature","target","distractor","L","flower_implic","Y","11/18/2015","13:58",2058,4.99,4,"M",100
"6775","111815_2",2,6,18,"flower_control","flower_foil","flower_control","implicature","unambiguous","distractor","target","R","flower_control","Y","11/18/2015","13:58",953,4.99,4,"M",100
"6776","111815_2",2,6,18,"bicycle_pos","bicycle_neg","bicycle_pos","negation","positive","distractor","target","R","bicycle_pos","Y","11/18/2015","13:58",961,4.99,4,"M",100
"6777","111815_2",2,6,20,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","L","cookie_pos","Y","11/18/2015","13:58",1335,4.99,4,"M",100
"6778","111815_2",2,6,21,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","L","cookie_inhib","N","11/18/2015","13:58",139,4.99,4,"M",100
"6779","111815_2",2,6,62,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y","11/18/2015","13:58",896,4.99,4,"M",100
"6780","111815_2",2,6,19,"cup_neg","cup_neg","cup_pos","negation","negative","target","distractor","L","cup_neg","Y","11/18/2015","13:58",1010,4.99,4,"M",100
"6781","111815_2",2,6,31,"flower_pos","flower_pos","flower_inhib","inhibition","control","target","distractor","L","flower_pos","Y","11/18/2015","13:58",883,4.99,4,"M",100
"6782","111815_2",2,6,28,"flower_pos","flower_pos","flower_inhib","inhibition","control","target","distractor","L","flower_pos","Y","11/18/2015","13:58",1364,4.99,4,"M",100
"6783","111815_2",2,6,26,"flower_neg","flower_pos","flower_neg","negation","negative","distractor","target","L","flower_pos","N","11/18/2015","13:58",1235,4.99,4,"M",100
"6784","111815_2",2,6,69,"car_inhib","car_inhib","car_pos","inhibition","inhib","target","distractor","L","car_inhib","Y","11/18/2015","13:58",1603,4.99,4,"M",100
"6785","111815_2",2,6,49,"banana_neg","banana_pos","banana_neg","negation","negative","distractor","target","R","banana_neg","Y","11/18/2015","13:58",1441,4.99,4,"M",100
"6786","111815_2",2,6,16,"dog_pos","dog_neg","dog_pos","negation","positive","distractor","target","R","dog_pos","Y","11/18/2015","13:58",1204,4.99,4,"M",100
"6787","111815_2",2,6,50,"flower_pos","flower_pos","flower_neg","negation","positive","target","distractor","L","flower_pos","Y","11/18/2015","13:58",1089,4.99,4,"M",100
"6788","111815_2",2,6,17,"bird_neg","bird_neg","bird_pos","negation","negative","target","distractor","L","bird_neg","Y","11/18/2015","13:58",1012,4.99,4,"M",100
"6789","111815_2",2,6,58,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y","11/18/2015","13:58",1406,4.99,4,"M",100
"6790","111815_2",2,6,60,"dog_pos","dog_inhib","dog_pos","inhibition","control","distractor","target","R","dog_pos","Y","11/18/2015","13:58",931,4.99,4,"M",100
"6791","111815_2",2,6,61,"dog_pos","dog_inhib","dog_pos","inhibition","control","distractor","target","R","dog_pos","Y","11/18/2015","13:58",1089,4.99,4,"M",100
"6792","111815_2",2,6,52,"apple_pos","apple_pos","apple_neg","negation","positive","target","distractor","L","apple_pos","Y","11/18/2015","13:58",2673,4.99,4,"M",100
"6793","111815_2",2,6,53,"lamp_pos","lamp_neg","lamp_pos","negation","positive","distractor","target","R","lamp_pos","Y","11/18/2015","13:58",1274,4.99,4,"M",100
"6794","111815_2",2,6,56,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","R","teddybear_pos","Y","11/18/2015","13:58",1089,4.99,4,"M",100
"6795","111815_2",2,6,47,"bicycle_neg","bicycle_pos","bicycle_neg","negation","negative","distractor","target","R","bicycle_neg","Y","11/18/2015","13:58",1484,4.99,4,"M",100
"6796","111815_2",2,6,25,"dog_control","dog_foil","dog_control","implicature","unambiguous","distractor","target","R","dog_control","Y","11/18/2015","13:58",1489,4.99,4,"M",100
"6797","111815_2",2,6,25,"lamp_neg","lamp_pos","lamp_neg","negation","negative","distractor","target","R","lamp_neg","Y","11/18/2015","13:58",1230,4.99,4,"M",100
"6798","111815_2",2,6,43,"cookie_implic","cookie_control","cookie_implic","implicature","implicature","distractor","target","R","cookie_implic","Y","11/18/2015","13:58",1905,4.99,4,"M",100
"6799","111815_2",2,6,1,"cat_implic","cat_control","cat_implic","implicature","implicature","distractor","target","L","cat_control","N","11/18/2015","13:58",2598,4.99,4,"M",100
"6800","111815_2",2,6,40,"banana_implic","banana_control","banana_implic","implicature","implicature","distractor","target","R","banana_implic","Y","11/18/2015","13:58",1499,4.99,4,"M",100
"6801","111815_2",2,6,44,"cat_control","cat_control","cat_foil","implicature","unambiguous","target","distractor","L","cat_control","Y","11/18/2015","13:58",2553,4.99,4,"M",100
"6802","111815_2",2,6,37,"teddybear_control","teddybear_foil","teddybear_control","implicature","unambiguous","distractor","target","L","teddybear_foil","N","11/18/2015","13:58",1161,4.99,4,"M",100
"6803","111815_2",2,6,35,"banana_control","banana_foil","banana_control","implicature","unambiguous","distractor","target","R","banana_control","Y","11/18/2015","13:58",1658,4.99,4,"M",100
"6804","111815_2",2,6,51,"bird_pos","bird_pos","bird_neg","negation","positive","target","distractor","L","bird_pos","Y","11/18/2015","13:58",1861,4.99,4,"M",100
"6805","111815_2",2,6,27,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y","11/18/2015","13:58",1098,4.99,4,"M",100
"6806","111815_2",2,6,28,"car_implic","car_control","car_implic","implicature","implicature","distractor","target","R","car_implic","Y","11/18/2015","13:58",1931,4.99,4,"M",100
"6807","111815_2",2,6,24,"cookie_implic","cookie_implic","cookie_control","implicature","implicature","target","distractor","L","cookie_implic","Y","11/18/2015","13:58",1387,4.99,4,"M",100
"6808","111815_2",2,6,29,"flower_pos","flower_pos","flower_inhib","inhibition","control","target","distractor","L","flower_pos","Y","11/18/2015","13:58",1033,4.99,4,"M",100
"6809","111815_2",2,6,59,"cat_pos","cat_neg","cat_pos","negation","positive","distractor","target","R","cat_pos","Y","11/18/2015","13:58",1152,4.99,4,"M",100
"6810","111815_2",2,6,26,"cookie_inhib","cookie_pos","cookie_inhib","inhibition","inhib","distractor","target","R","cookie_inhib","Y","11/18/2015","13:58",1467,4.99,4,"M",100
"6811","111815_2",2,6,60,"dog_neg","dog_neg","dog_pos","negation","negative","target","distractor","R","dog_pos","N","11/18/2015","13:58",1760,4.99,4,"M",100
"6812","111815_2",2,6,26,"lamp_control","lamp_foil","lamp_control","implicature","unambiguous","distractor","target","R","lamp_control","Y","11/18/2015","13:58",2205,4.99,4,"M",100
"6813","111815_2",2,6,46,"cookie_neg","cookie_pos","cookie_neg","negation","negative","distractor","target","R","cookie_neg","Y","11/18/2015","13:58",1388,4.99,4,"M",100
"6814","111815_2",2,6,27,"cookie_implic","cookie_implic","cookie_control","implicature","implicature","target","distractor","L","cookie_implic","Y","11/18/2015","13:58",1696,4.99,4,"M",100
"6815","111815_2",2,6,36,"bird_implic","bird_control","bird_implic","implicature","implicature","distractor","target","R","bird_implic","Y","11/18/2015","13:58",1620,4.99,4,"M",100
"6816","111815_2",2,6,34,"apple_control","apple_control","apple_foil","implicature","unambiguous","target","distractor","L","apple_control","Y","11/18/2015","13:58",1274,4.99,4,"M",100
"6817","111815_2",2,6,38,"cup_control","cup_foil","cup_control","implicature","unambiguous","distractor","target","R","cup_control","Y","11/18/2015","13:58",1116,4.99,4,"M",100
"6818","111815_2",2,6,30,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y","11/18/2015","13:58",1063,4.99,4,"M",100
"6819","111815_2",2,6,24,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","L","cookie_pos","Y","11/18/2015","13:58",956,4.99,4,"M",100
"6820","111815_2",2,6,63,"dog_inhib","dog_inhib","dog_pos","inhibition","inhib","target","distractor","R","dog_pos","N","11/18/2015","13:58",991,4.99,4,"M",100
"6821","111815_2",2,6,29,"cup_control","cup_control","cup_foil","implicature","unambiguous","target","distractor","R","cup_foil","N","11/18/2015","13:58",1649,4.99,4,"M",100
"6822","111815_2",2,6,67,"car_pos","car_inhib","car_pos","inhibition","control","distractor","target","R","car_pos","Y","11/18/2015","13:58",897,4.99,4,"M",100
"6823","111815_2",2,6,39,"car_control","car_foil","car_control","implicature","unambiguous","distractor","target","R","car_control","Y","11/18/2015","13:58",1585,4.99,4,"M",100
"6824","111815_2",2,6,23,"flower_pos","flower_pos","flower_neg","negation","positive","target","distractor","L","flower_pos","Y","11/18/2015","13:58",1175,4.99,4,"M",100
"6825","111815_2",2,6,24,"teddybear_pos","teddybear_neg","teddybear_pos","negation","positive","distractor","target","R","teddybear_pos","Y","11/18/2015","13:58",975,4.99,4,"M",100
"6826","111815_2",2,6,23,"bird_control","bird_control","bird_foil","implicature","unambiguous","target","distractor","L","bird_control","Y","11/18/2015","13:58",3359,4.99,4,"M",100
"6827","111815_2",2,6,25,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","L","cookie_pos","Y","11/18/2015","13:58",962,4.99,4,"M",100
"6828","111815_2",2,6,33,"cat_control","cat_control","cat_foil","implicature","unambiguous","target","distractor","R","cat_foil","N","11/18/2015","13:58",1186,4.99,4,"M",100
"6829","111815_2",2,6,55,"cup_neg","cup_pos","cup_neg","negation","negative","distractor","target","R","cup_neg","Y","11/18/2015","13:58",1517,4.99,4,"M",100
"6830","111815_2",2,6,42,"apple_implic","apple_control","apple_implic","implicature","implicature","distractor","target","R","apple_implic","Y","11/18/2015","13:58",2078,4.99,4,"M",100
"6831","111815_2",2,6,57,"cookie_pos","cookie_neg","cookie_pos","negation","positive","distractor","target","R","cookie_pos","Y","11/18/2015","13:58",1361,4.99,4,"M",100
"6832","111815_2",2,6,65,"car_pos","car_inhib","car_pos","inhibition","control","distractor","target","R","car_pos","Y","11/18/2015","13:58",2235,4.99,4,"M",100
"6833","111815_2",2,6,58,"teddybear_neg","teddybear_pos","teddybear_neg","negation","negative","distractor","target","R","teddybear_neg","Y","11/18/2015","13:58",1470,4.99,4,"M",100
"6834","111815_2",2,6,21,"car_pos","car_neg","car_pos","negation","positive","distractor","target","R","car_pos","Y","11/18/2015","13:58",1584,4.99,4,"M",100
"6835","111815_2",2,6,20,"lamp_neg","lamp_pos","lamp_neg","negation","negative","distractor","target","R","lamp_neg","Y","11/18/2015","13:58",1040,4.99,4,"M",100
"6836","111815_2",2,6,41,"lamp_implic","lamp_implic","lamp_control","implicature","implicature","target","distractor","R","lamp_control","N","11/18/2015","13:58",1874,4.99,4,"M",100
